season,Div,Date,Time,kickoff,match_id,HomeTeam,AwayTeam,Referee,FTHG,FTAG,FTR,HTHG,HTAG,home_win,draw,away_win,total_goals,over_2_5,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,total_corners,total_cards,total_shots,total_fouls,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA
2016-17,E0,2016-11-05,00:00,2016-11-05 00:00:00,20161105_bournemouth_sunderland,Bournemouth,Sunderland,M Dean,1,2,A,1,1,0,0,1,3,1,22,9,7,4,14,17,12,2,3,2,0,1,14,6,31,31,,,,,,
2016-17,E0,2016-11-05,00:00,2016-11-05 00:00:00,20161105_burnley_crystalpalace,Burnley,Crystal Palace,A Taylor,3,2,H,2,0,1,0,0,5,1,14,16,7,5,11,12,4,7,1,2,0,0,11,3,30,23,,,,,,
2016-17,E0,2016-11-05,00:00,2016-11-05 00:00:00,20161105_chelsea_everton,Chelsea,Everton,R Madley,5,0,H,3,0,1,0,0,5,1,21,1,9,0,5,16,4,2,0,3,0,0,6,3,22,21,,,,,,
2016-17,E0,2016-11-05,00:00,2016-11-05 00:00:00,20161105_mancity_middlesbrough,Man City,Middlesbrough,K Friend,1,1,D,1,0,0,1,0,2,0,25,5,7,3,7,15,8,2,1,3,0,0,10,4,30,22,,,,,,
2016-17,E0,2016-11-05,00:00,2016-11-05 00:00:00,20161105_westham_stoke,West Ham,Stoke,A Marriner,1,1,D,0,0,0,1,0,2,0,9,12,2,4,11,10,6,4,4,1,0,0,10,5,21,21,,,,,,
2016-17,E0,2016-11-06,00:00,2016-11-06 00:00:00,20161106_arsenal_tottenham,Arsenal,Tottenham,M Clattenburg,1,1,D,1,0,0,1,0,2,0,15,10,2,3,11,17,7,2,1,2,0,0,9,3,25,28,,,,,,
2016-17,E0,2016-11-06,00:00,2016-11-06 00:00:00,20161106_hull_southampton,Hull,Southampton,G Scott,2,1,H,0,1,1,0,0,3,1,6,19,2,7,13,15,1,10,0,5,0,0,11,5,25,28,,,,,,
2016-17,E0,2016-11-06,00:00,2016-11-06 00:00:00,20161106_leicester_westbrom,Leicester,West Brom,C Pawson,1,2,A,0,0,0,0,1,3,1,5,11,2,5,8,8,5,6,0,2,0,0,11,2,16,16,,,,,,
2016-17,E0,2016-11-06,00:00,2016-11-06 00:00:00,20161106_liverpool_watford,Liverpool,Watford,M Oliver,6,1,H,3,0,1,0,0,7,1,28,11,17,8,14,10,6,3,1,2,0,0,9,3,39,24,,,,,,
2016-17,E0,2016-11-06,00:00,2016-11-06 00:00:00,20161106_swansea_manunited,Swansea,Man United,N Swarbrick,1,3,A,0,3,0,0,1,4,1,6,9,1,3,9,16,2,0,0,2,0,0,2,2,15,25,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_watford_leicester,Watford,Leicester,N Swarbrick,2,1,H,2,1,1,0,0,3,1,10,10,3,2,12,18,4,6,2,3,0,0,10,5,20,30,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_tottenham_westham,Tottenham,West Ham,M Dean,3,2,H,0,1,1,0,0,5,1,14,11,6,3,13,16,4,5,3,2,0,1,9,6,25,29,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_sunderland_hull,Sunderland,Hull,L Mason,3,0,H,1,0,1,0,0,3,1,11,17,4,7,9,8,2,8,1,0,1,0,10,2,28,17,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_stoke_bournemouth,Stoke,Bournemouth,R East,0,1,A,0,1,0,0,1,1,0,14,9,6,2,17,10,3,4,3,2,0,0,7,5,23,27,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_everton_swansea,Everton,Swansea,M Atkinson,1,1,D,0,1,0,1,0,2,0,14,5,6,3,13,12,10,3,4,2,0,0,13,6,19,25,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_manunited_arsenal,Man United,Arsenal,A Marriner,1,1,D,0,0,0,1,0,2,0,12,5,5,1,14,11,10,4,3,3,0,0,14,6,17,25,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_southampton_liverpool,Southampton,Liverpool,M Clattenburg,0,0,D,0,0,0,1,0,0,0,3,15,0,2,8,11,1,8,1,1,0,0,9,2,18,19,,,,,,
2016-17,E0,2016-11-19,00:00,2016-11-19 00:00:00,20161119_crystalpalace_mancity,Crystal Palace,Man City,R Madley,1,2,A,0,1,0,0,1,3,1,9,10,2,4,12,15,2,7,1,2,0,0,9,3,19,27,,,,,,
2016-17,E0,2016-11-20,00:00,2016-11-20 00:00:00,20161120_middlesbrough_chelsea,Middlesbrough,Chelsea,J Moss,0,1,A,0,1,0,0,1,1,0,12,13,1,3,13,10,2,3,2,3,0,0,5,5,25,23,,,,,,
2016-17,E0,2016-11-21,00:00,2016-11-21 00:00:00,20161121_westbrom_burnley,West Brom,Burnley,M Jones,4,0,H,3,0,1,0,0,4,1,16,5,6,2,12,12,4,3,0,0,0,0,7,0,21,24,,,,,,
2016-17,E0,2016-11-26,00:00,2016-11-26 00:00:00,20161126_burnley_mancity,Burnley,Man City,A Marriner,1,2,A,1,1,0,0,1,3,1,10,21,5,5,5,15,5,8,2,3,0,0,13,5,31,20,,,,,,
2016-17,E0,2016-11-26,00:00,2016-11-26 00:00:00,20161126_chelsea_tottenham,Chelsea,Tottenham,M Oliver,2,1,H,1,1,1,0,0,3,1,9,12,5,6,13,16,3,8,2,1,0,0,11,3,21,29,,,,,,
2016-17,E0,2016-11-26,00:00,2016-11-26 00:00:00,20161126_hull_westbrom,Hull,West Brom,P Tierney,1,1,D,0,1,0,1,0,2,0,10,11,4,2,7,10,2,6,3,2,0,0,8,5,21,17,,,,,,
2016-17,E0,2016-11-26,00:00,2016-11-26 00:00:00,20161126_leicester_middlesbrough,Leicester,Middlesbrough,L Mason,2,2,D,1,1,0,1,0,4,1,11,6,3,2,15,12,2,3,4,4,0,0,5,8,17,27,,,,,,
2016-17,E0,2016-11-26,00:00,2016-11-26 00:00:00,20161126_liverpool_sunderland,Liverpool,Sunderland,A Taylor,2,0,H,0,0,1,0,0,2,0,27,6,7,1,5,9,9,4,1,3,0,0,13,4,33,14,,,,,,
2016-17,E0,2016-11-26,00:00,2016-11-26 00:00:00,20161126_swansea_crystalpalace,Swansea,Crystal Palace,K Friend,5,4,H,1,1,1,0,0,9,1,18,12,9,4,12,24,10,6,4,5,0,0,16,9,30,36,,,,,,
2016-17,E0,2016-11-27,00:00,2016-11-27 00:00:00,20161127_watford_stoke,Watford,Stoke,R Madley,0,1,A,0,1,0,0,1,1,0,11,14,2,1,24,14,3,3,3,0,1,0,6,4,25,38,,,,,,
2016-17,E0,2016-11-27,00:00,2016-11-27 00:00:00,20161127_southampton_everton,Southampton,Everton,C Pawson,1,0,H,1,0,1,0,0,1,0,17,13,7,1,11,15,5,2,0,2,0,0,7,2,30,26,,,,,,
2016-17,E0,2016-11-27,00:00,2016-11-27 00:00:00,20161127_arsenal_bournemouth,Arsenal,Bournemouth,M Jones,3,1,H,1,1,1,0,0,4,1,16,9,3,3,12,13,3,10,3,5,0,0,13,8,25,25,,,,,,
2016-17,E0,2016-11-27,00:00,2016-11-27 00:00:00,20161127_manunited_westham,Man United,West Ham,J Moss,1,1,D,1,1,0,1,0,2,0,17,6,8,2,16,16,8,4,3,1,0,0,12,4,23,32,,,,,,
2016-17,E0,2016-12-03,00:00,2016-12-03 00:00:00,20161203_crystalpalace_southampton,Crystal Palace,Southampton,N Swarbrick,3,0,H,2,0,1,0,0,3,1,9,17,4,3,11,13,4,9,3,1,0,0,13,4,26,24,,,,,,
2016-17,E0,2016-12-03,00:00,2016-12-03 00:00:00,20161203_mancity_chelsea,Man City,Chelsea,A Taylor,1,3,A,1,0,0,0,1,4,1,14,10,5,4,14,9,9,2,2,3,2,0,11,7,24,23,,,,,,
2016-17,E0,2016-12-03,00:00,2016-12-03 00:00:00,20161203_stoke_burnley,Stoke,Burnley,M Clattenburg,2,0,H,2,0,1,0,0,2,0,10,14,4,4,7,13,4,9,3,2,0,0,13,5,24,20,,,,,,
2016-17,E0,2016-12-03,00:00,2016-12-03 00:00:00,20161203_sunderland_leicester,Sunderland,Leicester,A Marriner,2,1,H,0,0,1,0,0,3,1,22,17,6,5,8,12,3,4,3,1,0,0,7,4,39,20,,,,,,
2016-17,E0,2016-12-03,00:00,2016-12-03 00:00:00,20161203_tottenham_swansea,Tottenham,Swansea,J Moss,5,0,H,2,0,1,0,0,5,1,28,1,15,0,11,17,5,0,0,4,0,0,5,4,29,28,,,,,,
2016-17,E0,2016-12-03,00:00,2016-12-03 00:00:00,20161203_westbrom_watford,West Brom,Watford,G Scott,3,1,H,2,0,1,0,0,4,1,11,17,3,5,12,8,3,4,2,1,0,1,7,4,28,20,,,,,,
2016-17,E0,2016-12-03,00:00,2016-12-03 00:00:00,20161203_westham_arsenal,West Ham,Arsenal,C Pawson,1,5,A,0,1,0,0,1,6,1,10,19,3,10,10,11,3,2,3,3,0,0,5,6,29,21,,,,,,
2016-17,E0,2016-12-04,00:00,2016-12-04 00:00:00,20161204_bournemouth_liverpool,Bournemouth,Liverpool,R Madley,4,3,H,0,2,1,0,0,7,1,12,10,8,3,9,17,4,9,2,2,0,0,13,4,22,26,,,,,,
2016-17,E0,2016-12-04,00:00,2016-12-04 00:00:00,20161204_everton_manunited,Everton,Man United,M Oliver,1,1,D,0,1,0,1,0,2,0,13,10,6,2,13,11,6,3,2,3,0,0,9,5,23,24,,,,,,
2016-17,E0,2016-12-05,00:00,2016-12-05 00:00:00,20161205_middlesbrough_hull,Middlesbrough,Hull,M Dean,1,0,H,0,0,1,0,0,1,0,16,6,4,2,6,11,13,7,1,1,0,0,20,2,22,17,,,,,,
2016-17,E0,2016-12-10,00:00,2016-12-10 00:00:00,20161210_swansea_sunderland,Swansea,Sunderland,C Pawson,3,0,H,0,0,1,0,0,3,1,14,11,5,2,10,8,7,4,1,2,0,0,11,3,25,18,,,,,,
2016-17,E0,2016-12-10,00:00,2016-12-10 00:00:00,20161210_watford_everton,Watford,Everton,A Taylor,3,2,H,1,1,1,0,0,5,1,11,11,6,4,11,16,2,4,2,2,0,0,6,4,22,27,,,,,,
2016-17,E0,2016-12-10,00:00,2016-12-10 00:00:00,20161210_leicester_mancity,Leicester,Man City,M Oliver,4,2,H,3,0,1,0,0,6,1,10,19,6,4,10,7,3,11,2,1,0,0,14,3,29,17,,,,,,
2016-17,E0,2016-12-10,00:00,2016-12-10 00:00:00,20161210_arsenal_stoke,Arsenal,Stoke,L Mason,3,1,H,1,1,1,0,0,4,1,21,12,6,5,9,6,7,7,0,0,0,0,14,0,33,15,,,,,,
2016-17,E0,2016-12-10,00:00,2016-12-10 00:00:00,20161210_burnley_bournemouth,Burnley,Bournemouth,M Atkinson,3,2,H,2,1,1,0,0,5,1,16,17,7,4,14,18,4,11,2,2,0,0,15,4,33,32,,,,,,
2016-17,E0,2016-12-10,00:00,2016-12-10 00:00:00,20161210_hull_crystalpalace,Hull,Crystal Palace,M Jones,3,3,D,1,0,0,1,0,6,1,15,14,6,6,16,14,4,7,2,4,0,0,11,6,29,30,,,,,,
2016-17,E0,2016-12-11,00:00,2016-12-11 00:00:00,20161211_chelsea_westbrom,Chelsea,West Brom,M Dean,1,0,H,0,0,1,0,0,1,0,12,6,2,1,6,10,3,1,2,4,0,0,4,6,18,16,,,,,,
2016-17,E0,2016-12-11,00:00,2016-12-11 00:00:00,20161211_liverpool_westham,Liverpool,West Ham,M Clattenburg,2,2,D,1,2,0,1,0,4,1,18,7,3,3,7,8,11,4,2,0,0,0,15,2,25,15,,,,,,
2016-17,E0,2016-12-11,00:00,2016-12-11 00:00:00,20161211_manunited_tottenham,Man United,Tottenham,R Madley,1,0,H,1,0,1,0,0,1,0,15,12,5,4,19,17,3,8,3,3,0,0,11,6,27,36,,,,,,
2016-17,E0,2016-12-11,00:00,2016-12-11 00:00:00,20161211_southampton_middlesbrough,Southampton,Middlesbrough,S Attwell,1,0,H,0,0,1,0,0,1,0,14,6,3,2,14,12,4,2,4,3,0,0,6,7,20,26,,,,,,
2016-17,E0,2016-12-13,00:00,2016-12-13 00:00:00,20161213_bournemouth_leicester,Bournemouth,Leicester,P Tierney,1,0,H,1,0,1,0,0,1,0,9,12,3,4,5,15,4,11,0,3,0,0,15,3,21,20,,,,,,
2016-17,E0,2016-12-13,00:00,2016-12-13 00:00:00,20161213_everton_arsenal,Everton,Arsenal,M Clattenburg,2,1,H,1,1,1,0,0,3,1,14,9,4,3,10,10,8,3,1,1,1,0,11,3,23,20,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_westham_burnley,West Ham,Burnley,R Madley,1,0,H,1,0,1,0,0,1,0,20,8,7,2,12,15,6,1,0,2,0,0,7,2,28,27,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_westbrom_swansea,West Brom,Swansea,M Oliver,3,1,H,0,0,1,0,0,4,1,13,8,4,4,8,8,0,11,0,0,0,0,11,0,21,16,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_tottenham_hull,Tottenham,Hull,A Marriner,3,0,H,1,0,1,0,0,3,1,27,10,9,5,6,14,5,5,0,2,0,0,10,2,37,20,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_sunderland_chelsea,Sunderland,Chelsea,N Swarbrick,0,1,A,0,1,0,0,1,1,0,8,19,3,6,15,10,5,5,3,2,0,0,10,5,27,25,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_stoke_southampton,Stoke,Southampton,A Taylor,0,0,D,0,0,0,1,0,0,0,5,15,3,4,9,10,3,11,1,2,1,0,14,4,20,19,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_mancity_watford,Man City,Watford,K Friend,2,0,H,1,0,1,0,0,2,0,13,5,7,2,16,20,5,2,1,2,0,0,7,3,18,36,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_crystalpalace_manunited,Crystal Palace,Man United,C Pawson,1,2,A,0,1,0,0,1,3,1,6,16,3,6,16,10,1,8,2,2,0,0,9,4,22,26,,,,,,
2016-17,E0,2016-12-14,00:00,2016-12-14 00:00:00,20161214_middlesbrough_liverpool,Middlesbrough,Liverpool,J Moss,0,3,A,0,1,0,0,1,3,1,8,15,3,4,11,14,5,2,1,0,0,0,7,1,23,25,,,,,,
2016-17,E0,2016-12-17,00:00,2016-12-17 00:00:00,20161217_westham_hull,West Ham,Hull,L Mason,1,0,H,0,0,1,0,0,1,0,18,16,6,5,13,9,10,6,2,4,0,0,16,6,34,22,,,,,,
2016-17,E0,2016-12-17,00:00,2016-12-17 00:00:00,20161217_crystalpalace_chelsea,Crystal Palace,Chelsea,J Moss,0,1,A,0,1,0,0,1,1,0,6,13,2,6,12,15,5,3,2,3,0,0,8,5,19,27,,,,,,
2016-17,E0,2016-12-17,00:00,2016-12-17 00:00:00,20161217_middlesbrough_swansea,Middlesbrough,Swansea,N Swarbrick,3,0,H,2,0,1,0,0,3,1,10,14,4,2,10,11,3,8,1,0,0,0,11,1,24,21,,,,,,
2016-17,E0,2016-12-17,00:00,2016-12-17 00:00:00,20161217_stoke_leicester,Stoke,Leicester,C Pawson,2,2,D,2,0,0,1,0,4,1,16,14,7,8,9,12,9,9,2,6,0,1,18,9,30,21,,,,,,
2016-17,E0,2016-12-17,00:00,2016-12-17 00:00:00,20161217_sunderland_watford,Sunderland,Watford,R Madley,1,0,H,0,0,1,0,0,1,0,12,9,4,4,10,9,4,11,1,2,0,0,15,3,21,19,,,,,,
2016-17,E0,2016-12-17,00:00,2016-12-17 00:00:00,20161217_westbrom_manunited,West Brom,Man United,A Taylor,0,2,A,0,1,0,0,1,2,0,10,10,1,5,9,13,2,3,3,3,0,0,5,6,20,22,,,,,,
2016-17,E0,2016-12-18,00:00,2016-12-18 00:00:00,20161218_mancity_arsenal,Man City,Arsenal,M Atkinson,2,1,H,0,1,1,0,0,3,1,14,6,5,1,9,13,8,1,4,2,0,0,9,6,20,22,,,,,,
2016-17,E0,2016-12-18,00:00,2016-12-18 00:00:00,20161218_tottenham_burnley,Tottenham,Burnley,K Friend,2,1,H,1,1,1,0,0,3,1,30,5,9,2,10,11,11,2,1,2,0,0,13,3,35,21,,,,,,
2016-17,E0,2016-12-18,00:00,2016-12-18 00:00:00,20161218_bournemouth_southampton,Bournemouth,Southampton,M Clattenburg,1,3,A,1,1,0,0,1,4,1,10,14,5,8,6,12,7,4,0,2,0,0,11,2,24,18,,,,,,
2016-17,E0,2016-12-19,00:00,2016-12-19 00:00:00,20161219_everton_liverpool,Everton,Liverpool,M Dean,0,1,A,0,0,0,0,1,1,0,6,11,1,4,13,9,1,6,3,1,0,0,7,4,17,22,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_arsenal_westbrom,Arsenal,West Brom,N Swarbrick,1,0,H,0,0,1,0,0,1,0,26,3,11,1,11,7,6,5,2,1,0,0,11,3,29,18,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_burnley_middlesbrough,Burnley,Middlesbrough,C Pawson,1,0,H,0,0,1,0,0,1,0,6,8,4,2,17,18,7,3,6,5,0,0,10,11,14,35,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_chelsea_bournemouth,Chelsea,Bournemouth,M Jones,3,0,H,1,0,1,0,0,3,1,14,7,4,3,13,14,5,5,1,1,0,0,10,2,21,27,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_hull_mancity,Hull,Man City,R Madley,0,3,A,0,0,0,0,1,3,1,10,16,3,6,11,14,4,7,1,0,0,0,11,1,26,25,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_leicester_everton,Leicester,Everton,S Attwell,0,2,A,0,0,0,0,1,2,0,7,8,2,3,14,7,3,4,3,0,0,0,7,3,15,21,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_manunited_sunderland,Man United,Sunderland,M Atkinson,3,1,H,1,0,1,0,0,4,1,26,7,9,4,6,9,5,5,1,1,0,0,10,2,33,15,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_swansea_westham,Swansea,West Ham,A Marriner,1,4,A,0,1,0,0,1,5,1,14,14,7,7,10,12,8,4,0,0,0,0,12,0,28,22,,,,,,
2016-17,E0,2016-12-26,00:00,2016-12-26 00:00:00,20161226_watford_crystalpalace,Watford,Crystal Palace,M Clattenburg,1,1,D,0,1,0,1,0,2,0,9,10,3,4,18,17,7,3,2,4,0,0,10,6,19,35,,,,,,
2016-17,E0,2016-12-27,00:00,2016-12-27 00:00:00,20161227_liverpool_stoke,Liverpool,Stoke,M Oliver,4,1,H,2,1,1,0,0,5,1,20,6,6,2,9,6,8,2,0,1,0,0,10,1,26,15,,,,,,
2016-17,E0,2016-12-28,00:00,2016-12-28 00:00:00,20161228_southampton_tottenham,Southampton,Tottenham,M Dean,1,4,A,1,1,0,0,1,5,1,9,17,2,5,7,16,2,10,1,4,1,0,12,6,26,23,,,,,,
2016-17,E0,2016-12-30,00:00,2016-12-30 00:00:00,20161230_hull_everton,Hull,Everton,J Moss,2,2,D,1,1,0,1,0,4,1,13,20,4,7,10,13,5,5,2,2,0,0,10,4,33,23,,,,,,
2016-17,E0,2016-12-31,00:00,2016-12-31 00:00:00,20161231_burnley_sunderland,Burnley,Sunderland,G Scott,4,1,H,1,0,1,0,0,5,1,16,11,6,3,10,8,6,2,1,1,0,0,8,2,27,18,,,,,,
2016-17,E0,2016-12-31,00:00,2016-12-31 00:00:00,20161231_chelsea_stoke,Chelsea,Stoke,R Madley,4,2,H,1,0,1,0,0,6,1,18,5,7,2,12,10,8,3,3,2,0,0,11,5,23,22,,,,,,
2016-17,E0,2016-12-31,00:00,2016-12-31 00:00:00,20161231_leicester_westham,Leicester,West Ham,A Taylor,1,0,H,1,0,1,0,0,1,0,12,25,4,5,11,8,7,7,5,3,0,0,14,8,37,19,,,,,,
2016-17,E0,2016-12-31,00:00,2016-12-31 00:00:00,20161231_liverpool_mancity,Liverpool,Man City,C Pawson,1,0,H,1,0,1,0,0,1,0,5,9,1,2,12,12,4,6,2,1,0,0,10,3,14,24,,,,,,
2016-17,E0,2016-12-31,00:00,2016-12-31 00:00:00,20161231_manunited_middlesbrough,Man United,Middlesbrough,L Mason,2,1,H,0,0,1,0,0,3,1,32,9,12,2,9,14,12,2,1,1,0,0,14,2,41,23,,,,,,
2016-17,E0,2016-12-31,00:00,2016-12-31 00:00:00,20161231_southampton_westbrom,Southampton,West Brom,M Jones,1,2,A,1,1,0,0,1,3,1,10,7,1,3,13,17,8,3,1,3,1,0,11,5,17,30,,,,,,
2016-17,E0,2016-12-31,00:00,2016-12-31 00:00:00,20161231_swansea_bournemouth,Swansea,Bournemouth,K Friend,0,3,A,0,2,0,0,1,3,1,14,11,5,6,14,9,4,3,2,0,0,0,7,2,25,23,,,,,,
2016-17,E0,2017-01-01,00:00,2017-01-01 00:00:00,20170101_arsenal_crystalpalace,Arsenal,Crystal Palace,A Marriner,2,0,H,1,0,1,0,0,2,0,22,7,7,4,9,7,8,4,1,1,0,0,12,2,29,16,,,,,,
2016-17,E0,2017-01-01,00:00,2017-01-01 00:00:00,20170101_watford_tottenham,Watford,Tottenham,M Oliver,1,4,A,0,3,0,0,1,5,1,6,19,2,6,11,6,0,3,3,0,0,0,3,3,25,17,,,,,,
2016-17,E0,2017-01-02,00:00,2017-01-02 00:00:00,20170102_westham_manunited,West Ham,Man United,M Dean,0,2,A,0,0,0,0,1,2,0,8,13,2,6,9,13,2,1,1,2,1,0,3,4,21,22,,,,,,
2016-17,E0,2017-01-02,00:00,2017-01-02 00:00:00,20170102_westbrom_hull,West Brom,Hull,M Clattenburg,3,1,H,0,1,1,0,0,4,1,8,17,5,6,5,4,7,9,0,0,0,0,16,0,25,9,,,,,,
2016-17,E0,2017-01-02,00:00,2017-01-02 00:00:00,20170102_sunderland_liverpool,Sunderland,Liverpool,A Taylor,2,2,D,1,1,0,1,0,4,1,10,21,5,15,10,10,2,5,2,3,0,0,7,5,31,20,,,,,,
2016-17,E0,2017-01-02,00:00,2017-01-02 00:00:00,20170102_mancity_burnley,Man City,Burnley,L Mason,2,1,H,0,0,1,0,0,3,1,14,11,3,3,11,11,8,8,4,3,1,0,16,8,25,22,,,,,,
2016-17,E0,2017-01-02,00:00,2017-01-02 00:00:00,20170102_everton_southampton,Everton,Southampton,K Friend,3,0,H,0,0,1,0,0,3,1,17,12,6,3,5,14,10,8,0,1,0,0,18,1,29,19,,,,,,
2016-17,E0,2017-01-02,00:00,2017-01-02 00:00:00,20170102_middlesbrough_leicester,Middlesbrough,Leicester,R Madley,0,0,D,0,0,0,1,0,0,0,9,10,1,4,10,9,2,2,3,0,0,0,4,3,19,19,,,,,,
2016-17,E0,2017-01-03,00:00,2017-01-03 00:00:00,20170103_bournemouth_arsenal,Bournemouth,Arsenal,M Oliver,3,3,D,2,0,0,1,0,6,1,12,14,6,4,10,12,4,7,3,3,1,0,11,7,26,22,,,,,,
2016-17,E0,2017-01-03,00:00,2017-01-03 00:00:00,20170103_crystalpalace_swansea,Crystal Palace,Swansea,P Tierney,1,2,A,0,1,0,0,1,3,1,7,11,3,4,13,14,4,5,2,1,0,0,9,3,18,27,,,,,,
2016-17,E0,2017-01-03,00:00,2017-01-03 00:00:00,20170103_stoke_watford,Stoke,Watford,N Swarbrick,2,0,H,1,0,1,0,0,2,0,17,9,5,2,10,15,7,6,1,2,0,0,13,3,26,25,,,,,,
2016-17,E0,2017-01-04,00:00,2017-01-04 00:00:00,20170104_tottenham_chelsea,Tottenham,Chelsea,M Atkinson,2,0,H,1,0,1,0,0,2,0,9,11,2,2,9,8,1,6,3,2,0,0,7,5,20,17,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_watford_middlesbrough,Watford,Middlesbrough,J Moss,0,0,D,0,0,0,1,0,0,0,12,5,5,1,15,15,3,1,3,1,0,0,4,4,17,30,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_westham_crystalpalace,West Ham,Crystal Palace,N Swarbrick,3,0,H,0,0,1,0,0,3,1,14,10,3,1,10,14,2,2,4,2,0,0,4,6,24,24,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_tottenham_westbrom,Tottenham,West Brom,A Taylor,4,0,H,2,0,1,0,0,4,1,21,3,11,0,11,12,8,0,0,2,0,0,8,2,24,23,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_swansea_arsenal,Swansea,Arsenal,M Jones,0,4,A,0,1,0,0,1,4,1,12,14,3,6,12,8,3,2,2,0,0,0,5,2,26,20,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_leicester_chelsea,Leicester,Chelsea,A Marriner,0,3,A,0,1,0,0,1,3,1,7,8,2,3,8,9,3,5,1,0,0,0,8,1,15,17,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_hull_bournemouth,Hull,Bournemouth,M Atkinson,3,1,H,1,1,1,0,0,4,1,14,8,3,6,13,11,4,5,0,1,0,0,9,1,22,24,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_burnley_southampton,Burnley,Southampton,P Tierney,1,0,H,0,0,1,0,0,1,0,9,20,3,5,14,14,2,7,1,2,0,0,9,3,29,28,,,,,,
2016-17,E0,2017-01-14,00:00,2017-01-14 00:00:00,20170114_sunderland_stoke,Sunderland,Stoke,M Dean,1,3,A,1,3,0,0,1,4,1,14,14,3,6,16,11,5,2,3,1,0,0,7,4,28,27,,,,,,
2016-17,E0,2017-01-15,00:00,2017-01-15 00:00:00,20170115_everton_mancity,Everton,Man City,M Clattenburg,4,0,H,1,0,1,0,0,4,1,6,13,4,5,17,7,3,6,2,2,0,0,9,4,19,24,,,,,,
2016-17,E0,2017-01-15,00:00,2017-01-15 00:00:00,20170115_manunited_liverpool,Man United,Liverpool,M Oliver,1,1,D,0,1,0,1,0,2,0,9,13,3,4,17,13,5,7,1,3,0,0,12,4,22,30,,,,,,
2016-17,E0,2017-01-21,00:00,2017-01-21 00:00:00,20170121_stoke_manunited,Stoke,Man United,M Clattenburg,1,1,D,1,0,0,1,0,2,0,6,25,1,8,12,13,1,7,4,0,0,0,8,4,31,25,,,,,,
2016-17,E0,2017-01-21,00:00,2017-01-21 00:00:00,20170121_bournemouth_watford,Bournemouth,Watford,L Mason,2,2,D,0,1,0,1,0,4,1,15,10,5,3,6,16,9,4,1,1,0,0,13,2,25,22,,,,,,
2016-17,E0,2017-01-21,00:00,2017-01-21 00:00:00,20170121_crystalpalace_everton,Crystal Palace,Everton,A Taylor,0,1,A,0,0,0,0,1,1,0,8,16,2,8,10,15,8,7,0,1,0,0,15,1,24,25,,,,,,
2016-17,E0,2017-01-21,00:00,2017-01-21 00:00:00,20170121_liverpool_swansea,Liverpool,Swansea,K Friend,2,3,A,0,0,0,0,1,5,1,16,6,5,3,7,7,6,3,1,1,0,0,9,2,22,14,,,,,,
2016-17,E0,2017-01-21,00:00,2017-01-21 00:00:00,20170121_mancity_tottenham,Man City,Tottenham,A Marriner,2,2,D,0,0,0,1,0,4,1,17,6,7,2,10,7,5,4,2,4,0,0,9,6,23,17,,,,,,
