Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,kickoff,match_id,home_win,draw,away_win,total_goals,over_2_5,total_corners,total_cards,total_shots,total_fouls,home_goals_scored_avg,home_goals_conceded_avg,away_goals_scored_avg,away_goals_conceded_avg,goals_scored_diff,goals_conceded_diff
E0,2024-12-26,20:00,Liverpool,Leicester,3,1,H,1,1,19,4,7,1,17,5,14,1,3,2,0,0,1.08,12.4,25.35,1.1,13.84,34.0,2024-12-26 20:00:00,20241226_liverpool_leicester,1,0,0,4,1,15,5,23,22,2.0,0.8,1.0,2.8,1.0,1.9999999999999998
E0,2024-12-27,19:30,Brighton,Brentford,0,0,D,0,0,24,8,7,3,6,12,5,3,0,2,0,0,1.64,4.44,4.89,1.66,4.64,5.1,2024-12-27 19:30:00,20241227_brighton_brentford,0,1,0,0,0,8,2,32,18,1.8,1.8,0.8,1.8,1.0,0.0
E0,2024-12-27,20:15,Arsenal,Ipswich,1,0,H,1,0,13,3,5,0,7,12,5,1,1,1,0,0,1.16,8.37,17.31,1.18,9.0,20.05,2024-12-27 20:15:00,20241227_arsenal_ipswich,1,0,0,1,0,6,2,16,19,2.0,0.6,1.6,2.2,0.3999999999999999,1.6
E0,2024-12-29,14:30,Leicester,Man City,0,2,A,0,1,11,14,4,5,11,6,4,4,2,1,0,0,7.92,5.62,1.34,8.8,5.9,1.37,2024-12-29 14:30:00,20241229_leicester_mancity,0,0,1,2,0,8,3,25,17,1.4,2.2,1.0,2.0,0.3999999999999999,-0.20000000000000018
E0,2024-12-29,15:00,Crystal Palace,Southampton,2,1,H,1,1,19,7,10,3,18,19,8,7,2,3,0,0,1.61,4.11,5.42,1.66,4.25,5.8,2024-12-29 15:00:00,20241229_crystalpalace_southampton,1,0,0,3,1,15,5,26,37,1.0,2.0,0.2,1.0,0.8,-1.0
E0,2024-12-29,15:00,Everton,Nott'm Forest,0,2,A,0,1,13,11,2,7,13,10,5,4,4,1,0,0,2.64,3.16,2.83,2.71,3.24,2.9,2024-12-29 15:00:00,20241229_everton_nott'mforest,0,0,1,2,0,9,5,24,23,1.0,0.2,1.6,1.8,-0.6000000000000001,1.6
E0,2024-12-29,15:00,Fulham,Bournemouth,2,2,D,1,0,11,16,6,9,7,16,1,7,1,3,0,0,2.35,3.58,2.91,2.4,3.77,3.0,2024-12-29 15:00:00,20241229_fulham_bournemouth,0,1,0,4,1,8,4,27,23,1.4,1.4,2.4,1.4,-1.0,0.0
E0,2024-12-29,15:00,Tottenham,Wolves,2,2,D,2,1,13,11,3,3,9,10,5,5,1,2,0,0,1.61,4.77,4.56,1.66,5.0,4.75,2024-12-29 15:00:00,20241229_tottenham_wolves,0,1,0,4,1,10,3,24,19,2.4,2.8,2.0,1.8,0.3999999999999999,-0.9999999999999998
E0,2024-12-29,17:15,West Ham,Liverpool,0,5,A,0,3,7,22,0,13,7,10,3,6,0,0,0,0,7.04,5.21,1.4,7.5,5.5,1.43,2024-12-29 17:15:00,20241229_westham_liverpool,0,0,1,5,1,9,0,29,17,1.4,1.6,3.0,2.0,-1.6,0.3999999999999999
E0,2024-12-30,19:45,Aston Villa,Brighton,2,2,D,1,1,20,13,4,4,9,14,12,3,2,3,0,0,1.94,3.86,3.61,1.99,4.02,3.8,2024-12-30 19:45:00,20241230_astonvilla_brighton,0,1,0,4,1,15,5,33,23,1.8,1.0,1.4,1.8,0.40000000000000013,0.8
E0,2024-12-30,19:45,Ipswich,Chelsea,2,0,H,1,0,9,20,6,5,9,5,4,7,4,4,0,0,6.87,5.02,1.41,7.83,5.4,1.46,2024-12-30 19:45:00,20241230_ipswich_chelsea,1,0,0,2,0,11,8,29,14,0.6,1.8,2.4,1.2,-1.7999999999999998,-0.6000000000000001
E0,2024-12-30,20:00,Man United,Newcastle,0,2,A,0,2,10,12,0,4,13,8,2,3,1,1,0,0,2.7,3.61,2.49,2.8,3.81,2.55,2024-12-30 20:00:00,20241230_manunited_newcastle,0,0,1,2,0,5,2,22,21,2.0,1.4,2.2,1.6,-0.20000000000000018,0.20000000000000018
E0,2025-01-01,17:30,Brentford,Arsenal,1,3,A,1,1,5,14,2,5,6,8,4,3,1,2,0,0,6.67,4.8,1.44,7.2,5.0,1.49,2025-01-01 17:30:00,20250101_brentford_arsenal,0,0,1,4,1,7,3,19,14,3.0,2.0,2.4,1.2,0.6000000000000001,-0.8
E0,2025-01-04,12:30,Tottenham,Newcastle,1,2,A,1,2,13,14,4,4,11,15,9,10,1,4,0,0,2.88,3.94,2.24,3.0,4.06,2.31,2025-01-04 12:30:00,20250104_tottenham_newcastle,0,0,1,3,1,19,5,27,26,2.0,3.0,2.4,1.2,-0.3999999999999999,-1.8
E0,2025-01-04,15:00,Aston Villa,Leicester,2,1,H,0,0,13,4,5,2,10,11,7,2,0,1,0,0,1.32,5.51,9.16,1.35,5.86,10.5,2025-01-04 15:00:00,20250104_astonvilla_leicester,1,0,0,3,1,9,1,17,21,2.0,1.2,0.6,3.0,1.4,1.8
E0,2025-01-04,15:00,Bournemouth,Everton,1,0,H,0,0,19,9,8,0,15,14,9,3,2,2,0,0,1.75,3.82,4.71,1.8,3.99,5.0,2025-01-04 15:00:00,20250104_bournemouth_everton,1,0,0,1,0,12,4,28,29,1.0,0.8,0.2,1.2,0.8,0.3999999999999999
E0,2025-01-04,15:00,Crystal Palace,Chelsea,1,1,D,0,1,13,15,6,1,9,12,6,6,0,2,0,0,3.65,3.88,1.95,3.8,4.02,1.98,2025-01-04 15:00:00,20250104_crystalpalace_chelsea,0,1,0,2,0,12,2,28,21,1.2,2.2,2.2,1.4,-1.0000000000000002,-0.8000000000000003
E0,2025-01-04,15:00,Man City,West Ham,4,1,H,2,0,10,17,7,4,8,13,7,1,2,1,0,0,1.31,6.09,8.3,1.34,6.5,9.0,2025-01-04 15:00:00,20250104_mancity_westham,1,0,0,5,1,8,3,27,21,1.2,1.4,1.0,1.4,0.19999999999999996,0.0
E0,2025-01-04,15:00,Southampton,Brentford,0,5,A,0,1,8,20,1,11,10,4,2,2,2,0,0,0,2.78,3.54,2.48,3.0,3.81,2.55,2025-01-04 15:00:00,20250104_southampton_brentford,0,0,1,5,1,4,2,28,14,0.8,2.8,0.6,1.4,0.20000000000000007,-1.4
E0,2025-01-04,17:30,Brighton,Arsenal,1,1,D,0,1,11,9,4,3,17,14,2,5,2,3,0,0,4.36,3.83,1.8,4.7,4.01,1.84,2025-01-04 17:30:00,20250104_brighton_arsenal,0,1,0,2,0,7,5,20,31,1.2,1.4,3.0,1.2,-1.8,-0.19999999999999996
E0,2025-01-05,14:00,Fulham,Ipswich,2,2,D,0,1,15,7,4,3,10,14,9,2,1,5,0,0,1.56,4.34,5.68,1.6,4.46,6.25,2025-01-05 14:00:00,20250105_fulham_ipswich,0,1,0,4,1,11,6,22,24,1.4,1.6,1.4,1.6,0.0,0.0
E0,2025-01-05,16:30,Liverpool,Man United,2,2,D,0,0,19,13,6,4,10,13,6,9,2,4,0,0,1.29,6.05,9.49,1.3,6.5,11.0,2025-01-05 16:30:00,20250105_liverpool_manunited,0,1,0,4,1,15,6,32,23,2.2,0.8,0.8,1.6,1.4000000000000001,0.8
E0,2025-01-06,20:00,Wolves,Nott'm Forest,0,3,A,0,2,13,11,6,3,10,8,5,3,1,2,0,0,3.22,3.22,2.33,3.44,3.35,2.42,2025-01-06 20:00:00,20250106_wolves_nott'mforest,0,0,1,3,1,8,3,24,18,1.8,1.6,1.4,1.6,0.40000000000000013,0.0
E0,2025-01-14,19:30,Brentford,Man City,2,2,D,0,0,18,21,6,8,4,4,4,5,0,0,0,0,4.76,4.47,1.64,5.09,4.74,1.67,2025-01-14 19:30:00,20250114_brentford_mancity,0,1,0,4,1,9,0,39,8,2.4,2.0,1.2,1.6,1.2,-0.3999999999999999
E0,2025-01-14,19:30,Chelsea,Bournemouth,2,2,D,1,0,26,7,10,3,15,16,9,3,2,3,0,0,1.5,4.81,5.92,1.61,4.99,6.4,2025-01-14 19:30:00,20250114_chelsea_bournemouth,0,1,0,4,1,12,5,33,31,1.8,1.0,2.6,1.6,-0.8,0.6000000000000001
E0,2025-01-14,19:30,West Ham,Fulham,3,2,H,2,0,4,21,3,5,9,18,0,3,3,3,0,0,2.97,3.43,2.41,3.05,3.54,2.49,2025-01-14 19:30:00,20250114_westham_fulham,1,0,0,5,1,3,6,25,27,1.0,2.4,1.6,1.0,-0.6000000000000001,-1.4
E0,2025-01-14,20:00,Nott'm Forest,Liverpool,1,1,D,1,0,6,23,3,7,7,10,0,9,2,1,0,0,5.14,4.16,1.64,5.4,4.38,1.67,2025-01-14 20:00:00,20250114_nott'mforest_liverpool,0,1,0,2,0,9,3,29,17,1.6,0.8,3.8,2.0,-2.1999999999999997,1.2
E0,2025-01-15,19:30,Everton,Aston Villa,0,1,A,0,0,10,11,3,3,17,10,8,5,2,1,0,0,3.2,3.24,2.35,3.3,3.35,2.39,2025-01-15 19:30:00,20250115_everton_astonvilla,0,0,1,1,0,13,3,21,27,1.0,0.6,0.4,2.8,0.6,2.1999999999999997
E0,2025-01-15,19:30,Leicester,Crystal Palace,0,2,A,0,0,21,9,4,4,7,6,4,3,0,0,0,0,3.88,3.73,1.92,4.01,3.94,1.96,2025-01-15 19:30:00,20250115_leicester_crystalpalace,0,0,1,2,0,7,0,30,13,1.2,2.0,1.6,1.0,-0.40000000000000013,-1.0
E0,2025-01-15,19:30,Newcastle,Wolves,3,0,H,1,0,17,13,5,7,10,13,4,2,0,2,0,0,1.35,5.54,8.08,1.38,5.9,9.0,2025-01-15 19:30:00,20250115_newcastle_wolves,1,0,0,3,1,6,2,30,23,2.2,1.0,2.0,1.8,0.20000000000000018,0.8
E0,2025-01-15,20:00,Arsenal,Tottenham,2,1,H,2,1,14,10,4,2,16,9,10,4,3,1,0,0,1.4,5.29,6.86,1.43,5.6,7.23,2025-01-15 20:00:00,20250115_arsenal_tottenham,1,0,0,3,1,14,4,24,25,1.6,0.4,1.8,0.6,-0.19999999999999996,0.19999999999999996
E0,2025-01-16,19:30,Ipswich,Brighton,0,2,A,0,0,5,11,3,5,13,14,1,9,2,2,0,0,3.8,3.73,1.94,3.9,3.92,1.98,2025-01-16 19:30:00,20250116_ipswich_brighton,0,0,1,2,0,10,4,16,27,0.8,1.6,1.6,1.8,-0.8,0.19999999999999996
E0,2025-01-16,20:00,Man United,Southampton,3,1,H,0,1,23,13,9,5,7,10,5,4,1,3,0,0,1.3,5.79,9.4,1.33,6.0,10.5,2025-01-16 20:00:00,20250116_manunited_southampton,1,0,0,4,1,9,4,36,17,1.8,1.6,0.4,1.2,1.4,-0.40000000000000013
E0,2025-01-18,12:30,Newcastle,Bournemouth,1,4,A,1,2,13,19,5,10,7,18,7,6,1,6,0,0,1.64,4.3,4.93,1.67,4.49,5.2,2025-01-18 12:30:00,20250118_newcastle_bournemouth,0,0,1,5,1,13,7,32,25,2.6,1.0,2.6,1.4,0.0,0.3999999999999999
E0,2025-01-18,15:00,West Ham,Crystal Palace,0,2,A,0,0,7,12,0,7,13,10,2,4,1,0,1,0,2.62,3.41,2.69,2.71,3.53,2.75,2025-01-18 15:00:00,20250118_westham_crystalpalace,0,0,1,2,0,6,2,19,23,1.6,2.8,1.6,0.6,0.0,-2.1999999999999997
E0,2025-01-18,15:00,Brentford,Liverpool,0,2,A,0,0,11,37,6,8,6,14,2,15,2,3,0,0,6.43,5.15,1.43,7.0,5.35,1.49,2025-01-18 15:00:00,20250118_brentford_liverpool,0,0,1,2,0,17,5,48,20,2.2,2.0,3.6,1.8,-1.4,-0.19999999999999996
E0,2025-01-18,15:00,Leicester,Fulham,0,2,A,0,0,8,17,4,2,8,8,5,2,3,1,0,0,4.17,3.81,1.84,4.4,4.05,1.9,2025-01-18 15:00:00,20250118_leicester_fulham,0,0,1,2,0,7,4,25,16,1.0,2.0,1.8,1.4,-0.8,-0.6000000000000001
E0,2025-01-18,17:30,Arsenal,Aston Villa,2,2,D,1,0,18,8,6,4,10,18,10,1,2,3,0,0,1.51,4.35,6.45,1.55,4.5,7.0,2025-01-18 17:30:00,20250118_arsenal_astonvilla,0,1,0,4,1,11,5,26,28,1.6,0.2,0.4,2.0,1.2000000000000002,1.8
E0,2025-01-19,14:00,Everton,Tottenham,3,2,H,3,0,12,11,6,6,14,14,3,8,2,1,0,0,2.91,3.51,2.41,3.0,3.77,2.5,2025-01-19 14:00:00,20250119_everton_tottenham,1,0,0,5,1,11,3,23,28,0.8,0.6,2.0,0.8,-1.2,0.20000000000000007
E0,2025-01-19,14:00,Man United,Brighton,1,3,A,1,1,10,6,1,3,13,12,4,2,3,3,0,0,2.09,3.71,3.36,2.13,3.85,3.5,2025-01-19 14:00:00,20250119_manunited_brighton,0,0,1,4,1,6,6,16,25,1.8,1.8,1.6,1.6,0.19999999999999996,-0.19999999999999996
E0,2025-01-19,14:00,Nott'm Forest,Southampton,3,2,H,3,0,14,10,5,4,4,18,2,8,0,4,0,0,1.39,4.86,8.03,1.42,5.1,8.5,2025-01-19 14:00:00,20250119_nott'mforest_southampton,1,0,0,5,1,10,4,24,22,1.2,1.0,0.6,1.4,0.6,0.3999999999999999
E0,2025-01-19,16:30,Ipswich,Man City,0,6,A,0,3,8,17,4,9,4,7,4,7,0,1,0,0,7.72,5.36,1.36,9.0,5.6,1.41,2025-01-19 16:30:00,20250119_ipswich_mancity,0,0,1,6,1,11,1,25,11,0.6,1.8,1.4,1.6,-0.7999999999999999,-0.19999999999999996
E0,2025-01-20,20:00,Chelsea,Wolves,3,1,H,1,1,19,9,7,4,8,14,3,6,4,2,0,0,1.37,5.51,7.3,1.41,5.8,8.5,2025-01-20 20:00:00,20250120_chelsea_wolves,1,0,0,4,1,9,6,28,22,1.8,1.2,1.2,2.2,0.6000000000000001,1.0000000000000002
E0,2025-01-25,15:00,Brighton,Everton,0,1,A,0,1,16,3,1,1,8,11,9,1,3,4,0,0,1.67,3.86,5.39,1.7,4.04,5.72,2025-01-25 15:00:00,20250125_brighton_everton,0,0,1,1,0,10,7,19,19,1.0,1.2,0.2,1.2,0.8,0.0
E0,2025-01-25,15:00,Southampton,Newcastle,1,3,A,1,2,12,17,5,9,10,5,3,8,1,0,0,0,6.82,5.09,1.42,7.5,5.3,1.47,2025-01-25 15:00:00,20250125_southampton_newcastle,0,0,1,4,1,11,1,29,15,0.6,3.8,2.2,1.2,-1.6,-2.5999999999999996
E0,2025-01-25,15:00,Bournemouth,Nott'm Forest,5,0,H,1,0,16,18,10,4,9,12,3,9,2,3,0,0,2.09,3.64,3.42,2.14,3.75,3.5,2025-01-25 15:00:00,20250125_bournemouth_nott'mforest,1,0,0,5,1,12,5,34,21,0.8,0.6,2.0,1.0,-1.2,0.4
E0,2025-01-25,15:00,Wolves,Arsenal,0,1,A,0,0,9,9,4,3,20,10,1,5,0,1,1,1,6.85,4.65,1.46,7.5,4.8,1.5,2025-01-25 15:00:00,20250125_wolves_arsenal,0,0,1,1,0,6,3,18,30,1.4,1.8,3.0,1.2,-1.6,-0.6000000000000001
E0,2025-01-25,15:00,Liverpool,Ipswich,4,1,H,3,0,16,3,6,3,10,11,3,4,0,2,0,0,1.1,11.04,20.87,1.13,13.0,27.0,2025-01-25 15:00:00,20250125_liverpool_ipswich,1,0,0,5,1,7,2,19,21,2.2,1.0,1.2,1.2,1.0000000000000002,0.19999999999999996
E0,2025-01-25,17:30,Man City,Chelsea,3,1,H,1,1,15,10,6,4,6,8,2,4,3,2,0,0,2.03,4.03,3.29,2.08,4.22,3.4,2025-01-25 17:30:00,20250125_mancity_chelsea,1,0,0,4,1,6,5,25,14,1.8,1.6,2.0,1.4,-0.19999999999999996,-0.20000000000000018
E0,2025-01-26,14:00,Crystal Palace,Brentford,1,2,A,0,0,16,13,5,6,8,11,4,7,2,2,0,0,2.06,3.68,3.47,2.09,3.82,3.62,2025-01-26 14:00:00,20250126_crystalpalace_brentford,0,0,1,3,1,11,4,29,19,1.4,2.0,1.4,1.0,0.0,-1.0
E0,2025-01-26,14:00,Tottenham,Leicester,1,2,A,1,0,15,12,6,3,6,16,6,4,1,5,0,0,1.46,5.21,5.89,1.49,5.5,6.25,2025-01-26 14:00:00,20250126_tottenham_leicester,0,0,1,3,1,10,6,27,22,2.0,3.0,0.6,3.2,1.4,0.20000000000000018
E0,2025-01-26,16:30,Aston Villa,West Ham,1,1,D,1,0,14,14,4,4,13,16,4,3,2,3,0,0,1.55,4.39,5.81,1.58,4.6,6.0,2025-01-26 16:30:00,20250126_astonvilla_westham,0,1,0,2,0,7,5,28,29,2.0,1.0,1.2,1.6,0.8,0.6000000000000001
E0,2025-01-26,19:00,Fulham,Man United,0,1,A,0,0,9,4,3,1,7,9,3,0,0,1,0,0,2.31,3.44,3.1,2.38,3.65,3.18,2025-01-26 19:00:00,20250126_fulham_manunited,0,0,1,1,0,3,1,13,16,1.6,1.2,1.0,1.6,0.6000000000000001,0.40000000000000013
E0,2025-02-01,12:30,Nott'm Forest,Brighton,7,0,H,3,0,14,10,9,5,8,13,4,6,1,3,0,0,2.44,3.46,2.89,2.48,3.57,2.99,2025-02-01 12:30:00,20250201_nott'mforest_brighton,1,0,0,7,1,10,4,24,21,1.6,0.8,2.0,1.2,-0.3999999999999999,0.3999999999999999
E0,2025-02-01,15:00,Everton,Leicester,4,0,H,3,0,13,9,7,1,7,13,5,6,0,0,0,0,1.79,3.67,4.67,1.81,3.85,5.0,2025-02-01 15:00:00,20250201_everton_leicester,1,0,0,4,1,11,0,22,20,1.4,1.0,1.0,2.8,0.3999999999999999,1.7999999999999998
E0,2025-02-01,15:00,Ipswich,Southampton,1,2,A,1,1,15,9,6,4,11,14,1,2,0,3,0,0,1.98,3.67,3.74,2.02,3.9,3.95,2025-02-01 15:00:00,20250201_ipswich_southampton,0,0,1,3,1,3,3,24,25,0.6,2.8,0.8,1.8,-0.20000000000000007,-0.9999999999999998
E0,2025-02-01,15:00,Bournemouth,Liverpool,0,2,A,0,1,14,19,3,7,15,9,3,3,2,3,0,0,4.56,4.32,1.68,4.75,4.48,1.71,2025-02-01 15:00:00,20250201_bournemouth_liverpool,0,0,1,2,0,6,5,33,24,1.6,0.2,3.4,1.4,-1.7999999999999998,1.2
E0,2025-02-01,15:00,Newcastle,Fulham,1,2,A,1,0,11,15,4,4,10,15,4,7,4,4,0,0,1.71,4.07,4.66,1.73,4.25,5.1,2025-02-01 15:00:00,20250201_newcastle_fulham,0,0,1,3,1,11,8,26,25,2.8,1.4,1.8,1.4,0.9999999999999998,0.0
E0,2025-02-01,17:30,Wolves,Aston Villa,2,0,H,1,0,8,10,5,3,20,13,5,8,2,3,0,0,3.36,3.58,2.14,3.5,3.81,2.18,2025-02-01 17:30:00,20250201_wolves_astonvilla,1,0,0,2,0,13,5,18,33,1.0,2.0,0.8,2.0,0.19999999999999996,0.0
E0,2025-02-02,14:00,Brentford,Tottenham,0,2,A,0,1,20,13,4,2,4,11,10,3,0,1,0,0,2.11,3.97,3.1,2.16,4.33,3.25,2025-02-02 14:00:00,20250202_brentford_tottenham,0,0,1,2,0,13,1,33,15,1.4,2.2,1.6,1.4,-0.20000000000000018,-0.8000000000000003
E0,2025-02-02,14:00,Man United,Crystal Palace,0,2,A,0,0,17,11,2,3,12,13,11,0,3,1,0,0,2.04,3.48,3.71,2.08,3.59,3.85,2025-02-02 14:00:00,20250202_manunited_crystalpalace,0,0,1,2,0,11,4,28,25,1.2,2.4,1.6,0.2,-0.40000000000000013,-2.1999999999999997
E0,2025-02-02,16:30,Arsenal,Man City,5,1,H,1,0,12,7,7,4,6,7,5,2,2,0,0,0,1.97,3.58,3.83,2.01,3.75,4.08,2025-02-02 16:30:00,20250202_arsenal_mancity,1,0,0,6,1,7,2,19,13,1.4,0.6,2.6,1.2,-1.2000000000000002,0.6
E0,2025-02-03,20:00,Chelsea,West Ham,2,1,H,0,1,22,14,3,5,11,10,4,3,3,1,0,0,1.36,5.54,7.58,1.39,5.92,8.0,2025-02-03 20:00:00,20250203_chelsea_westham,1,0,0,3,1,7,4,36,21,2.2,1.2,1.0,1.8,1.2000000000000002,0.6000000000000001
E0,2025-02-12,19:30,Everton,Liverpool,2,2,D,1,1,10,6,3,4,9,20,2,3,2,2,1,1,7.36,4.71,1.44,8.0,4.9,1.46,2025-02-12 19:30:00,20250212_everton_liverpool,0,1,0,4,1,5,6,16,29,1.4,1.0,3.2,0.8,-1.8000000000000003,-0.19999999999999996
E0,2025-02-14,20:00,Brighton,Chelsea,3,0,H,2,0,13,8,5,0,12,15,2,9,1,2,0,0,2.85,3.6,2.43,3.0,3.83,2.51,2025-02-14 20:00:00,20250214_brighton_chelsea,1,0,0,3,1,11,3,21,27,0.6,1.2,1.2,1.8,-0.6,0.6000000000000001
E0,2025-02-15,12:30,Leicester,Arsenal,0,2,A,0,0,6,11,2,5,9,10,3,7,2,1,0,0,9.45,5.29,1.34,10.5,5.6,1.36,2025-02-15 12:30:00,20250215_leicester_arsenal,0,0,1,2,0,10,3,17,19,0.4,2.2,2.2,0.8,-1.8000000000000003,-1.4000000000000001
E0,2025-02-15,15:00,Aston Villa,Ipswich,1,1,D,0,0,25,4,6,3,7,11,16,1,0,3,0,1,1.41,4.96,7.45,1.43,5.2,8.2,2025-02-15 15:00:00,20250215_astonvilla_ipswich,0,1,0,2,0,17,4,29,18,1.6,1.0,1.0,1.8,0.6000000000000001,0.8
E0,2025-02-15,15:00,Fulham,Nott'm Forest,2,1,H,1,1,24,8,10,2,13,8,8,4,0,0,0,0,2.22,3.35,3.39,2.28,3.48,3.52,2025-02-15 15:00:00,20250215_fulham_nott'mforest,1,0,0,3,1,12,0,32,21,1.0,1.2,2.0,1.4,-1.0,0.19999999999999996
E0,2025-02-15,15:00,Man City,Newcastle,4,0,H,3,0,11,3,7,1,5,13,7,4,0,1,0,0,1.97,4.07,3.44,2.01,4.2,3.55,2025-02-15 15:00:00,20250215_mancity_newcastle,1,0,0,4,1,11,1,14,18,2.4,1.0,2.6,1.2,-0.20000000000000018,0.19999999999999996
E0,2025-02-15,15:00,Southampton,Bournemouth,1,3,A,0,2,11,14,4,7,13,15,4,6,1,3,0,0,5.83,4.64,1.52,6.2,4.9,1.55,2025-02-15 15:00:00,20250215_southampton_bournemouth,0,0,1,4,1,10,4,25,28,0.4,3.8,2.6,1.2,-2.2,-2.5999999999999996
E0,2025-02-15,15:00,West Ham,Brentford,0,1,A,0,1,13,14,3,5,10,13,9,2,1,1,0,0,2.41,3.64,2.82,2.49,3.77,2.9,2025-02-15 15:00:00,20250215_westham_brentford,0,0,1,1,0,11,2,27,23,1.2,2.2,1.8,1.2,-0.6000000000000001,-1.0000000000000002
E0,2025-02-15,17:30,Crystal Palace,Everton,1,2,A,0,1,17,11,6,6,9,12,6,2,0,1,0,0,1.81,3.45,4.94,1.87,3.57,5.3,2025-02-15 17:30:00,20250215_crystalpalace_everton,0,0,1,3,1,8,1,28,21,1.4,2.2,0.4,1.2,0.9999999999999999,-1.0000000000000002
E0,2025-02-16,14:00,Liverpool,Wolves,2,1,H,2,0,10,16,3,4,15,13,4,3,2,2,0,0,1.19,7.85,12.84,1.21,8.5,15.0,2025-02-16 14:00:00,20250216_liverpool_wolves,1,0,0,3,1,7,4,26,28,2.6,1.2,1.4,2.0,1.2000000000000002,0.8
E0,2025-02-16,16:30,Tottenham,Man United,1,0,H,1,0,22,16,7,6,13,9,10,5,1,2,0,0,2.45,3.73,2.69,2.51,3.85,2.8,2025-02-16 16:30:00,20250216_tottenham_manunited,1,0,0,1,0,15,3,38,22,2.0,3.2,1.0,1.4,1.0,-1.8000000000000003
E0,2025-02-19,19:30,Aston Villa,Liverpool,2,2,D,2,1,9,17,4,3,8,6,6,8,1,0,0,0,3.93,4.0,1.85,4.1,4.17,1.9,2025-02-19 19:30:00,20250219_astonvilla_liverpool,0,1,0,4,1,14,1,26,14,1.6,1.2,2.4,0.6,-0.7999999999999998,-0.6
E0,2025-02-21,20:00,Leicester,Brentford,0,4,A,0,3,8,14,3,6,10,10,5,6,4,0,0,0,3.7,3.86,1.96,3.81,4.01,2.0,2025-02-21 20:00:00,20250221_leicester_brentford,0,0,1,4,1,11,4,22,20,0.0,2.2,1.8,0.6,-1.8,-1.6
E0,2025-02-22,12:30,Everton,Man United,2,2,D,2,0,9,9,8,3,12,9,7,9,4,1,0,0,2.55,3.2,2.96,2.61,3.3,3.05,2025-02-22 12:30:00,20250222_everton_manunited,0,1,0,4,1,16,5,18,21,1.8,1.4,1.0,1.2,0.8,-0.19999999999999996
E0,2025-02-22,15:00,Arsenal,West Ham,0,1,A,0,1,20,5,2,2,16,15,2,0,1,3,1,0,1.25,6.2,11.63,1.27,6.7,13.0,2025-02-22 15:00:00,20250222_arsenal_westham,0,0,1,1,0,2,5,25,31,2.0,0.8,1.0,1.6,1.0,0.8
E0,2025-02-22,15:00,Bournemouth,Wolves,0,1,A,0,1,8,13,3,5,17,9,6,7,3,3,1,0,1.56,4.45,5.5,1.6,4.6,5.8,2025-02-22 15:00:00,20250222_bournemouth_wolves,0,0,1,1,0,13,7,21,26,1.4,0.6,1.4,2.0,0.0,1.4
E0,2025-02-22,15:00,Fulham,Crystal Palace,0,2,A,0,1,10,10,0,5,10,7,7,7,1,3,0,0,2.05,3.48,3.74,2.08,3.61,3.89,2025-02-22 15:00:00,20250222_fulham_crystalpalace,0,0,1,2,0,14,4,20,17,1.2,1.2,1.8,0.2,-0.6000000000000001,-1.0
E0,2025-02-22,15:00,Ipswich,Tottenham,1,4,A,1,2,17,10,5,6,15,14,4,4,2,1,0,0,3.87,3.89,1.89,4.1,4.05,1.93,2025-02-22 15:00:00,20250222_ipswich_tottenham,0,0,1,5,1,8,3,27,29,0.6,2.8,2.0,1.2,-1.4,-1.5999999999999999
E0,2025-02-22,15:00,Southampton,Brighton,0,4,A,0,1,6,18,1,12,11,12,5,6,2,0,0,0,5.52,4.38,1.57,6.0,4.6,1.61,2025-02-22 15:00:00,20250222_southampton_brighton,0,0,1,4,1,11,2,24,23,0.4,3.4,1.6,2.2,-1.2000000000000002,-1.1999999999999997
E0,2025-02-22,17:30,Aston Villa,Chelsea,2,1,H,0,1,12,15,6,7,15,16,2,3,1,3,0,0,2.62,3.7,2.56,2.67,3.84,2.63,2025-02-22 17:30:00,20250222_astonvilla_chelsea,1,0,0,3,1,5,4,27,31,1.6,1.4,0.4,1.8,1.2000000000000002,0.40000000000000013
E0,2025-02-23,14:00,Newcastle,Nott'm Forest,4,3,H,4,1,13,17,5,5,11,13,7,6,1,4,0,0,1.81,3.96,4.11,1.85,4.12,4.5,2025-02-23 14:00:00,20250223_newcastle_nott'mforest,1,0,0,7,1,13,5,30,24,2.4,1.2,1.6,1.4,0.7999999999999998,0.19999999999999996
E0,2025-02-23,16:30,Man City,Liverpool,0,2,A,0,2,16,8,5,4,3,10,7,5,0,0,0,0,2.9,3.86,2.26,3.0,3.97,2.3,2025-02-23 16:30:00,20250223_mancity_liverpool,0,0,1,2,0,12,0,24,13,2.6,1.0,1.8,1.0,0.8,0.0
E0,2025-02-25,19:30,Brighton,Bournemouth,2,1,H,1,0,11,19,4,5,12,14,1,9,2,1,0,0,2.06,3.81,3.43,2.11,3.96,3.58,2025-02-25 19:30:00,20250225_brighton_bournemouth,1,0,0,3,1,10,3,30,26,1.0,1.0,2.8,1.2,-1.7999999999999998,0.19999999999999996
