Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,kickoff,match_id,home_win,draw,away_win,total_goals,over_2_5,total_corners,total_cards,total_shots,total_fouls,home_goals_scored_avg,home_goals_conceded_avg,away_goals_scored_avg,away_goals_conceded_avg,goals_scored_diff,goals_conceded_diff
E0,2025-02-25,19:30,Crystal Palace,Aston Villa,4,1,H,1,0,19,6,6,2,19,10,3,8,3,1,0,0,2.55,3.38,2.83,2.61,3.45,2.91,2025-02-25 19:30:00,20250225_crystalpalace_astonvilla,1,0,0,5,1,11,4,25,29,1.2,2.2,0.8,1.8,0.3999999999999999,-0.40000000000000013
E0,2025-02-25,19:30,Wolves,Fulham,1,2,A,1,1,18,11,5,5,8,15,7,5,1,3,0,0,2.71,3.34,2.69,2.75,3.45,2.75,2025-02-25 19:30:00,20250225_wolves_fulham,0,0,1,3,1,12,4,29,23,1.0,1.2,2.0,1.4,-1.0,0.19999999999999996
E0,2025-02-25,20:15,Chelsea,Southampton,4,0,H,3,0,19,7,10,2,6,9,4,2,1,2,0,0,1.17,8.55,14.69,1.19,9.4,16.5,2025-02-25 20:15:00,20250225_chelsea_southampton,1,0,0,4,1,6,3,26,15,2.0,1.4,1.2,1.8,0.8,0.40000000000000013
E0,2025-02-26,19:30,Brentford,Everton,1,1,D,1,0,12,14,3,4,3,6,2,5,2,1,0,0,2.02,3.68,3.59,2.06,3.82,3.67,2025-02-26 19:30:00,20250226_brentford_everton,0,1,0,2,0,7,3,26,9,0.6,2.2,0.8,0.6,-0.20000000000000007,-1.6
E0,2025-02-26,19:30,Man United,Ipswich,3,2,H,2,2,10,12,6,3,9,16,5,6,4,4,1,0,1.52,4.55,5.83,1.56,4.75,6.5,2025-02-26 19:30:00,20250226_manunited_ipswich,1,0,0,5,1,11,9,22,25,0.8,2.2,1.2,1.8,-0.3999999999999999,-0.40000000000000013
E0,2025-02-26,19:30,Nott'm Forest,Arsenal,0,0,D,0,0,6,13,2,1,10,17,3,11,1,1,0,0,3.94,3.48,1.98,4.1,3.6,2.02,2025-02-26 19:30:00,20250226_nott'mforest_arsenal,0,1,0,0,0,14,2,19,27,2.8,0.8,2.4,0.6,0.3999999999999999,-0.20000000000000007
E0,2025-02-26,19:30,Tottenham,Man City,0,1,A,0,1,11,12,6,5,12,15,8,3,3,0,0,0,3.22,4.09,2.04,3.35,4.25,2.1,2025-02-26 19:30:00,20250226_tottenham_mancity,0,0,1,1,0,11,3,23,27,1.6,2.4,2.4,1.8,-0.7999999999999998,-0.5999999999999999
E0,2025-02-26,20:15,Liverpool,Newcastle,2,0,H,1,0,12,3,3,0,12,11,4,2,0,1,0,0,1.52,4.77,5.64,1.54,5.0,6.1,2025-02-26 20:15:00,20250226_liverpool_newcastle,1,0,0,2,0,6,1,15,23,2.6,1.4,2.2,1.2,0.3999999999999999,-0.19999999999999996
E0,2025-02-27,20:00,West Ham,Leicester,2,0,H,2,0,8,10,2,2,12,6,3,3,0,0,0,0,1.63,4.15,5.17,1.65,4.33,5.4,2025-02-27 20:00:00,20250227_westham_leicester,1,0,0,2,0,6,0,18,18,0.8,2.2,0.8,2.8,0.0,0.5999999999999996
E0,2025-03-08,12:30,Nott'm Forest,Man City,1,0,H,0,0,9,14,4,3,9,7,3,2,3,2,0,0,3.88,3.89,1.89,4.02,4.02,1.92,2025-03-08 12:30:00,20250308_nott'mforest_mancity,1,0,0,1,0,5,5,23,16,2.4,0.6,2.4,1.4,0.0,0.7999999999999999
E0,2025-03-08,15:00,Brighton,Fulham,2,1,H,1,1,9,6,4,1,6,12,3,7,0,2,0,0,1.99,3.62,3.77,2.04,3.75,3.98,2025-03-08 15:00:00,20250308_brighton_fulham,1,0,0,3,1,10,2,15,18,1.2,0.6,2.0,1.2,-0.8,0.6
E0,2025-03-08,15:00,Crystal Palace,Ipswich,1,0,H,0,0,19,15,4,8,8,7,5,4,4,3,0,0,1.48,4.55,6.74,1.5,4.75,7.2,2025-03-08 15:00:00,20250308_crystalpalace_ipswich,1,0,0,1,0,9,7,34,15,1.8,1.4,1.2,2.2,0.6000000000000001,0.8000000000000003
E0,2025-03-08,15:00,Liverpool,Southampton,3,1,H,0,1,28,6,7,4,10,9,6,4,2,1,0,0,1.12,9.97,19.5,1.14,11.3,25.0,2025-03-08 15:00:00,20250308_liverpool_southampton,1,0,0,4,1,10,3,34,19,2.6,1.0,1.2,2.6,1.4000000000000001,1.6
E0,2025-03-08,17:30,Brentford,Aston Villa,0,1,A,0,0,13,12,3,4,10,5,6,5,2,2,0,0,2.26,3.8,2.95,2.29,3.99,3.08,2025-03-08 17:30:00,20250308_brentford_astonvilla,0,0,1,1,0,11,4,25,15,0.8,2.0,0.8,2.2,0.0,0.20000000000000018
E0,2025-03-08,20:00,Wolves,Everton,1,1,D,1,1,11,12,3,4,11,16,5,5,2,2,0,0,2.63,3.14,2.87,2.71,3.31,2.95,2025-03-08 20:00:00,20250308_wolves_everton,0,1,0,2,0,10,4,23,27,1.0,1.2,1.0,0.8,0.0,-0.3999999999999999
E0,2025-03-09,14:00,Chelsea,Leicester,1,0,H,0,0,20,3,7,3,12,13,12,2,1,0,0,0,1.2,7.67,12.34,1.22,8.4,15.5,2025-03-09 14:00:00,20250309_chelsea_leicester,1,0,0,1,0,14,1,23,25,2.4,1.2,0.8,2.4,1.5999999999999999,1.2
E0,2025-03-09,14:00,Tottenham,Bournemouth,2,2,D,0,1,12,17,4,8,15,16,3,6,3,3,0,0,2.71,3.88,2.4,2.79,3.98,2.45,2025-03-09 14:00:00,20250309_tottenham_bournemouth,0,1,0,4,1,9,6,29,31,1.0,1.4,2.4,1.6,-1.4,0.20000000000000018
E0,2025-03-09,16:30,Man United,Arsenal,1,1,D,1,0,10,17,6,6,8,11,2,9,0,1,0,0,5.41,3.58,1.72,6.0,3.81,1.75,2025-03-09 16:30:00,20250309_manunited_arsenal,0,1,0,2,0,11,1,27,19,1.4,2.0,1.4,0.4,0.0,-1.6
E0,2025-03-10,20:00,West Ham,Newcastle,0,1,A,0,0,9,9,2,3,7,15,3,4,0,1,0,0,3.21,3.57,2.19,3.34,3.83,2.23,2025-03-10 20:00:00,20250310_westham_newcastle,0,0,1,1,0,7,1,18,22,1.0,2.0,1.4,1.6,-0.3999999999999999,-0.3999999999999999
E0,2025-03-15,15:00,Everton,West Ham,1,1,D,0,0,13,10,5,5,12,8,6,5,1,2,0,0,2.11,3.27,3.81,2.17,3.35,3.97,2025-03-15 15:00:00,20250315_everton_westham,0,1,0,2,0,11,3,23,20,2.2,1.4,1.0,1.4,1.2000000000000002,0.0
E0,2025-03-15,15:00,Ipswich,Nott'm Forest,2,4,A,0,3,11,11,4,6,4,13,6,3,1,1,0,0,3.8,3.59,1.99,3.93,3.71,2.05,2025-03-15 15:00:00,20250315_ipswich_nott'mforest,0,0,1,6,1,9,2,22,17,0.8,2.8,1.8,2.2,-1.0,-0.5999999999999996
E0,2025-03-15,15:00,Man City,Brighton,2,2,D,2,1,11,15,3,3,10,10,4,5,2,5,0,0,1.66,4.45,4.63,1.7,4.7,4.89,2025-03-15 15:00:00,20250315_mancity_brighton,0,1,0,4,1,9,7,26,20,2.4,1.0,2.2,2.0,0.19999999999999973,1.0
E0,2025-03-15,15:00,Southampton,Wolves,1,2,A,0,1,10,5,3,3,12,13,5,1,0,0,0,0,3.63,3.51,2.06,3.85,3.65,2.11,2025-03-15 15:00:00,20250315_southampton_wolves,0,0,1,3,1,6,0,15,25,0.4,3.2,1.0,2.0,-0.6,-1.2000000000000002
E0,2025-03-15,17:30,Bournemouth,Brentford,1,2,A,1,1,17,10,5,4,13,7,4,3,3,0,0,0,1.76,4.16,4.25,1.8,4.3,4.4,2025-03-15 17:30:00,20250315_bournemouth_brentford,0,0,1,3,1,7,3,27,20,1.2,0.6,2.4,0.2,-1.2,-0.39999999999999997
E0,2025-03-16,13:30,Arsenal,Chelsea,1,0,H,1,0,12,8,4,2,10,13,5,4,3,3,0,0,1.81,3.74,4.44,1.85,3.91,4.6,2025-03-16 13:30:00,20250316_arsenal_chelsea,1,0,0,1,0,9,6,20,23,2.0,1.0,0.6,2.2,1.4,1.2000000000000002
E0,2025-03-16,13:30,Fulham,Tottenham,2,0,H,0,0,13,12,4,4,13,10,6,5,0,0,0,0,2.01,3.84,3.48,2.1,4.04,3.65,2025-03-16 13:30:00,20250316_fulham_tottenham,1,0,0,2,0,11,0,25,23,1.2,1.6,1.8,1.4,-0.6000000000000001,-0.20000000000000018
E0,2025-03-16,19:00,Leicester,Man United,0,3,A,0,1,11,18,3,5,6,6,6,4,2,0,0,0,4.21,3.76,1.84,4.5,3.91,1.87,2025-03-16 19:00:00,20250316_leicester_manunited,0,0,1,3,1,10,2,29,12,0.0,2.4,1.0,1.4,-1.0,-1.0
E0,2025-04-01,19:45,Arsenal,Fulham,2,1,H,1,0,17,9,4,3,2,10,5,4,1,2,0,0,1.48,4.2,7.73,1.52,4.5,9.0,2025-04-01 19:45:00,20250401_arsenal_fulham,1,0,0,3,1,9,3,26,12,2.0,1.0,1.8,1.4,0.19999999999999996,0.3999999999999999
E0,2025-04-01,19:45,Wolves,West Ham,1,0,H,1,0,9,10,2,1,16,12,1,2,4,2,0,0,2.57,3.2,2.92,2.63,3.3,3.1,2025-04-01 19:45:00,20250401_wolves_westham,1,0,0,1,0,3,6,19,28,0.8,1.4,1.0,1.6,-0.19999999999999996,0.20000000000000018
E0,2025-04-01,20:00,Nott'm Forest,Man United,1,0,H,1,0,8,23,2,6,5,12,3,10,1,3,0,0,2.32,3.42,3.13,2.45,3.59,3.28,2025-04-01 20:00:00,20250401_nott'mforest_manunited,1,0,0,1,0,13,4,31,17,2.4,0.6,1.6,1.0,0.7999999999999998,0.4
E0,2025-04-02,19:45,Man City,Leicester,2,0,H,2,0,18,2,5,0,11,8,5,0,1,4,0,0,1.2,7.61,12.4,1.22,8.2,15.0,2025-04-02 19:45:00,20250402_mancity_leicester,1,0,0,2,0,5,5,20,19,2.6,1.2,0.6,2.0,2.0,0.8
E0,2025-04-02,19:45,Bournemouth,Ipswich,1,2,A,0,1,24,10,7,2,14,15,8,3,1,2,0,0,1.38,5.23,7.72,1.41,5.5,8.0,2025-04-02 19:45:00,20250402_bournemouth_ipswich,0,0,1,3,1,11,3,34,29,1.4,1.0,1.2,2.2,0.19999999999999996,1.2000000000000002
E0,2025-04-02,19:45,Newcastle,Brentford,2,1,H,1,0,21,12,4,3,12,12,4,5,1,1,0,0,1.73,4.31,4.21,1.75,4.5,4.4,2025-04-02 19:45:00,20250402_newcastle_brentford,1,0,0,3,1,9,2,33,24,2.4,1.8,2.8,0.4,-0.3999999999999999,-1.4
E0,2025-04-02,19:45,Southampton,Crystal Palace,1,1,D,1,0,8,9,2,3,14,9,2,2,2,1,0,0,5.5,4.01,1.62,5.8,4.28,1.65,2025-04-02 19:45:00,20250402_southampton_crystalpalace,0,1,0,2,0,4,3,17,23,0.6,3.4,1.6,0.0,-1.0,-3.4
E0,2025-04-02,19:45,Brighton,Aston Villa,0,3,A,0,0,11,8,4,5,16,11,4,0,1,3,0,0,2.09,3.81,3.27,2.15,3.97,3.35,2025-04-02 19:45:00,20250402_brighton_astonvilla,0,0,1,3,1,4,4,19,27,1.6,0.8,1.0,1.6,0.6000000000000001,0.8
E0,2025-04-02,20:00,Liverpool,Everton,1,0,H,0,0,17,5,3,0,7,11,11,5,2,2,0,0,1.36,5.02,8.78,1.4,5.3,9.5,2025-04-02 20:00:00,20250402_liverpool_everton,1,0,0,1,0,16,4,22,18,2.6,1.0,1.0,0.8,1.6,-0.19999999999999996
E0,2025-04-03,20:00,Chelsea,Tottenham,1,0,H,0,0,11,8,5,2,7,16,4,6,5,5,0,0,1.64,4.5,4.57,1.67,4.69,4.75,2025-04-03 20:00:00,20250403_chelsea_tottenham,1,0,0,1,0,10,10,19,23,2.4,0.8,1.8,1.6,0.5999999999999999,0.8
E0,2025-04-05,12:30,Everton,Arsenal,1,1,D,0,1,5,14,2,5,17,13,3,8,3,1,0,0,5.15,3.44,1.78,5.6,3.6,1.81,2025-04-05 12:30:00,20250405_everton_arsenal,0,1,0,2,0,11,4,19,30,2.4,1.4,1.0,0.4,1.4,-0.9999999999999999
E0,2025-04-05,15:00,Crystal Palace,Brighton,2,1,H,1,1,8,11,3,5,12,13,2,4,0,1,2,1,2.43,3.46,2.87,2.5,3.6,2.97,2025-04-05 15:00:00,20250405_crystalpalace_brighton,1,0,0,3,1,6,4,19,25,1.6,1.2,2.2,2.0,-0.6000000000000001,0.8
E0,2025-04-05,15:00,Ipswich,Wolves,1,2,A,1,0,6,22,2,7,12,16,4,8,2,2,0,0,2.74,3.28,2.65,2.8,3.45,2.72,2025-04-05 15:00:00,20250405_ipswich_wolves,0,0,1,3,1,12,4,28,28,0.8,3.6,1.0,1.8,-0.19999999999999996,-1.8
E0,2025-04-05,15:00,West Ham,Bournemouth,2,2,D,0,1,9,11,3,4,13,13,4,7,2,2,0,0,3.04,3.47,2.34,3.2,3.53,2.41,2025-04-05 15:00:00,20250405_westham_bournemouth,0,1,0,4,1,11,4,20,26,1.0,1.2,2.4,1.6,-1.4,0.40000000000000013
E0,2025-04-05,17:30,Aston Villa,Nott'm Forest,2,1,H,2,0,17,19,8,3,7,15,4,4,2,2,0,0,1.99,3.63,3.72,2.05,3.75,3.9,2025-04-05 17:30:00,20250405_astonvilla_nott'mforest,1,0,0,3,1,8,4,36,22,1.6,1.2,2.2,2.6,-0.6000000000000001,1.4000000000000001
E0,2025-04-06,14:00,Tottenham,Southampton,3,1,H,2,0,13,12,8,4,16,20,4,1,1,1,0,0,1.39,5.32,7.12,1.43,5.6,7.75,2025-04-06 14:00:00,20250406_tottenham_southampton,1,0,0,4,1,5,2,25,36,1.0,1.4,1.2,2.8,-0.19999999999999996,1.4
E0,2025-04-06,14:00,Brentford,Chelsea,0,0,D,0,0,9,21,2,5,12,12,3,6,1,3,0,0,3.2,3.73,2.15,3.4,3.85,2.2,2025-04-06 14:00:00,20250406_brentford_chelsea,0,1,0,0,0,9,4,30,24,0.6,1.6,0.6,2.0,0.0,0.3999999999999999
E0,2025-04-06,14:00,Fulham,Liverpool,3,2,H,3,1,12,14,6,6,10,9,4,4,3,0,0,0,4.24,3.7,1.86,4.5,3.8,1.9,2025-04-06 14:00:00,20250406_fulham_liverpool,1,0,0,5,1,8,3,26,19,1.2,1.2,2.0,0.8,-0.8,-0.3999999999999999
E0,2025-04-06,16:30,Man United,Man City,0,0,D,0,0,13,9,2,5,13,9,5,3,3,2,0,0,3.33,3.61,2.13,3.45,3.75,2.2,2025-04-06 16:30:00,20250406_manunited_mancity,0,1,0,0,0,8,5,22,22,1.6,1.8,2.0,1.6,-0.3999999999999999,-0.19999999999999996
E0,2025-04-07,20:00,Leicester,Newcastle,0,3,A,0,3,7,16,2,5,8,9,12,2,2,0,0,0,6.4,4.44,1.5,6.75,4.7,1.53,2025-04-07 20:00:00,20250407_leicester_newcastle,0,0,1,3,1,14,2,23,17,0.0,2.6,1.2,1.6,-1.2,-1.0
E0,2025-04-12,12:30,Man City,Crystal Palace,5,2,H,2,2,21,8,9,3,10,16,1,4,2,3,0,0,1.5,4.7,5.95,1.52,4.9,6.21,2025-04-12 12:30:00,20250412_mancity_crystalpalace,1,0,0,7,1,5,5,29,26,2.2,1.0,1.8,0.2,0.40000000000000013,-0.8
E0,2025-04-12,15:00,Brighton,Leicester,2,2,D,1,1,21,15,7,6,9,11,3,6,2,5,0,0,1.27,5.89,10.98,1.29,6.2,12.0,2025-04-12 15:00:00,20250412_brighton_leicester,0,1,0,4,1,9,7,36,20,1.4,1.2,0.4,2.0,0.9999999999999999,0.8
E0,2025-04-12,15:00,Nott'm Forest,Everton,0,1,A,0,0,10,13,5,5,9,13,1,7,0,3,0,0,2.11,3.33,3.67,2.15,3.48,3.9,2025-04-12 15:00:00,20250412_nott'mforest_everton,0,0,1,1,0,8,3,23,22,2.4,0.4,1.0,0.8,1.4,0.4
E0,2025-04-12,15:00,Southampton,Aston Villa,0,3,A,0,0,7,25,2,10,11,4,2,14,3,1,0,0,5.65,4.42,1.55,6.0,5.6,1.57,2025-04-12 15:00:00,20250412_southampton_astonvilla,0,0,1,3,1,16,4,32,15,0.8,2.6,1.4,1.6,-0.5999999999999999,-1.0
E0,2025-04-12,17:30,Arsenal,Brentford,1,1,D,0,0,14,3,3,2,7,9,13,5,1,3,0,0,1.61,4.16,5.35,1.65,4.33,5.5,2025-04-12 17:30:00,20250412_arsenal_brentford,0,1,0,2,0,18,4,17,16,2.0,1.0,2.0,0.8,0.0,-0.19999999999999996
E0,2025-04-13,14:00,Chelsea,Ipswich,2,2,D,0,2,34,13,9,4,11,7,15,4,2,2,0,0,1.25,6.57,9.7,1.28,7.0,12.0,2025-04-13 14:00:00,20250413_chelsea_ipswich,0,1,0,4,1,19,4,47,18,2.2,0.4,1.2,2.0,1.0000000000000002,1.6
E0,2025-04-13,14:00,Liverpool,West Ham,2,1,H,1,0,15,11,6,4,15,8,10,3,0,2,0,0,1.3,5.89,9.45,1.31,6.2,10.4,2025-04-13 14:00:00,20250413_liverpool_westham,1,0,0,3,1,13,2,26,23,2.4,0.6,0.8,1.0,1.5999999999999999,0.4
E0,2025-04-13,14:00,Wolves,Tottenham,4,2,H,2,0,13,11,5,4,12,15,1,4,1,2,0,0,2.23,3.55,3.14,2.28,3.65,3.23,2025-04-13 14:00:00,20250413_wolves_tottenham,1,0,0,6,1,5,3,24,27,1.0,0.8,1.6,1.4,-0.6000000000000001,0.5999999999999999
E0,2025-04-13,16:30,Newcastle,Man United,4,1,H,1,1,13,9,6,5,7,9,7,2,0,2,0,0,1.65,4.21,4.73,1.69,4.35,5.3,2025-04-13 16:30:00,20250413_newcastle_manunited,1,0,0,5,1,9,2,22,16,2.2,2.0,1.2,0.8,1.0000000000000002,-1.2
E0,2025-04-14,20:00,Bournemouth,Fulham,1,0,H,1,0,12,12,3,7,11,10,6,9,3,2,0,0,2.15,3.58,3.3,2.18,3.79,3.4,2025-04-14 20:00:00,20250414_bournemouth_fulham,1,0,0,1,0,15,5,24,21,1.4,1.4,1.6,1.2,-0.20000000000000018,-0.19999999999999996
E0,2025-04-16,19:30,Newcastle,Crystal Palace,5,0,H,4,0,14,11,7,4,9,15,5,4,2,3,0,0,1.71,3.96,4.75,1.75,4.15,5.0,2025-04-16 19:30:00,20250416_newcastle_crystalpalace,1,0,0,5,1,9,5,25,24,2.4,2.2,1.8,1.2,0.5999999999999999,-1.0000000000000002
E0,2025-04-19,15:00,Brentford,Brighton,4,2,H,1,1,16,12,8,3,7,11,4,8,3,3,0,1,2.5,3.61,2.7,2.56,3.85,2.75,2025-04-19 15:00:00,20250419_brentford_brighton,1,0,0,6,1,12,7,28,18,0.2,1.2,2.0,2.4,-1.8,1.2
E0,2025-04-19,15:00,Crystal Palace,Bournemouth,0,0,D,0,0,5,15,0,4,13,10,5,4,3,4,1,0,2.54,3.54,2.69,2.6,3.65,2.78,2025-04-19 15:00:00,20250419_crystalpalace_bournemouth,0,1,0,0,0,9,8,20,23,1.8,1.2,2.4,1.6,-0.5999999999999999,0.40000000000000013
E0,2025-04-19,15:00,Everton,Man City,0,2,A,0,0,8,12,3,7,7,6,2,5,4,0,0,0,3.8,3.65,1.96,4.0,3.75,2.0,2025-04-19 15:00:00,20250419_everton_mancity,0,0,1,2,0,7,4,20,13,2.0,1.2,1.6,1.2,0.3999999999999999,0.0
E0,2025-04-19,15:00,West Ham,Southampton,1,1,D,0,0,12,15,4,4,14,13,2,5,2,1,0,0,1.49,4.49,6.44,1.52,4.65,6.72,2025-04-19 15:00:00,20250419_westham_southampton,0,1,0,2,0,7,3,27,27,0.8,1.2,1.2,2.8,-0.3999999999999999,1.5999999999999999
E0,2025-04-19,17:30,Aston Villa,Newcastle,4,1,H,1,1,23,10,9,3,9,12,7,7,1,3,0,0,2.36,3.63,2.85,2.42,3.75,2.95,2025-04-19 17:30:00,20250419_astonvilla_newcastle,1,0,0,5,1,14,4,33,21,1.6,1.2,1.4,1.4,0.20000000000000018,0.19999999999999996
E0,2025-04-20,14:00,Fulham,Chelsea,1,2,A,1,0,6,13,1,8,13,9,6,4,1,3,0,0,2.82,3.52,2.43,2.9,3.7,2.54,2025-04-20 14:00:00,20250420_fulham_chelsea,0,0,1,3,1,10,4,19,22,1.4,1.2,0.4,1.8,0.9999999999999999,0.6000000000000001
E0,2025-04-20,14:00,Ipswich,Arsenal,0,4,A,0,2,4,24,0,7,10,7,0,12,0,0,1,0,7.83,4.81,1.4,8.35,5.0,1.42,2025-04-20 14:00:00,20250420_ipswich_arsenal,0,0,1,4,1,12,1,28,17,1.0,3.6,1.0,0.4,0.0,-3.2
E0,2025-04-20,14:00,Man United,Wolves,0,1,A,0,0,12,4,2,2,11,18,9,2,2,3,0,0,2.0,3.58,3.72,2.03,3.67,3.85,2025-04-20 14:00:00,20250420_manunited_wolves,0,0,1,1,0,11,5,16,29,1.0,1.6,1.4,1.4,-0.3999999999999999,-0.20000000000000018
E0,2025-04-20,16:30,Leicester,Liverpool,0,1,A,0,0,5,28,0,10,11,7,1,13,1,2,0,0,11.76,6.63,1.23,14.0,7.0,1.26,2025-04-20 16:30:00,20250420_leicester_liverpool,0,0,1,1,0,14,3,33,18,0.0,2.8,2.0,1.4,-2.0,-1.4
E0,2025-04-21,20:00,Tottenham,Nott'm Forest,1,2,A,0,2,22,4,6,3,11,12,7,1,1,4,0,0,2.47,3.71,2.66,2.55,3.85,2.78,2025-04-21 20:00:00,20250421_tottenham_nott'mforest,0,0,1,3,1,8,5,26,23,1.4,1.2,1.8,3.0,-0.40000000000000013,1.8
E0,2025-04-22,20:00,Man City,Aston Villa,2,1,H,1,1,14,7,6,3,9,10,10,2,3,3,0,0,1.85,4.06,3.93,1.88,4.23,4.1,2025-04-22 20:00:00,20250422_mancity_astonvilla,1,0,0,3,1,12,6,21,19,2.6,1.2,1.6,1.2,1.0,0.0
E0,2025-04-23,20:00,Arsenal,Crystal Palace,2,2,D,2,1,12,15,6,4,4,6,3,6,1,1,0,0,1.41,4.66,8.13,1.45,4.8,9.0,2025-04-23 20:00:00,20250423_arsenal_crystalpalace,0,1,0,4,1,9,2,27,10,1.8,0.8,1.4,2.2,0.40000000000000013,1.4000000000000001
E0,2025-04-26,12:30,Chelsea,Everton,1,0,H,1,0,10,6,7,3,11,11,10,2,0,0,0,0,1.58,4.08,5.91,1.62,4.18,6.1,2025-04-26 12:30:00,20250426_chelsea_everton,1,0,0,1,0,12,0,16,22,2.0,0.6,1.0,0.8,1.0,0.20000000000000007
E0,2025-04-26,15:00,Brighton,West Ham,3,2,H,1,0,16,12,9,4,7,9,8,1,1,1,0,0,1.67,4.14,4.76,1.7,4.28,5.0,2025-04-26 15:00:00,20250426_brighton_westham,1,0,0,5,1,9,2,28,16,1.8,1.4,0.8,1.2,1.0,-0.19999999999999996
E0,2025-04-26,15:00,Newcastle,Ipswich,3,0,H,1,0,25,4,5,0,9,9,11,2,1,2,0,1,1.18,7.72,14.89,1.19,8.2,17.0,2025-04-26 15:00:00,20250426_newcastle_ipswich,1,0,0,3,1,13,4,29,18,3.2,1.4,1.4,1.6,1.8000000000000003,0.20000000000000018
E0,2025-04-26,15:00,Southampton,Fulham,1,2,A,1,0,7,26,3,5,10,12,0,13,1,1,0,0,5.17,4.11,1.64,5.44,4.3,1.67,2025-04-26 15:00:00,20250426_southampton_fulham,0,0,1,3,1,13,2,33,22,0.6,2.6,1.2,1.4,-0.6,-1.2000000000000002
E0,2025-04-26,15:00,Wolves,Leicester,3,0,H,1,0,20,8,6,2,7,17,4,2,1,4,0,0,1.51,4.38,6.24,1.54,4.55,6.5,2025-04-26 15:00:00,20250426_wolves_leicester,1,0,0,3,1,6,5,28,24,1.8,1.0,0.4,2.2,1.4,1.2000000000000002
E0,2025-04-27,14:00,Bournemouth,Man United,1,1,D,1,0,8,25,1,6,11,12,5,10,4,2,1,0,1.67,4.13,4.77,1.71,4.25,4.95,2025-04-27 14:00:00,20250427_bournemouth_manunited,0,1,0,2,0,15,7,33,23,0.6,1.4,1.2,1.6,-0.6,0.20000000000000018
E0,2025-04-27,16:30,Liverpool,Tottenham,5,1,H,3,1,25,8,8,3,16,9,8,2,2,1,0,0,1.25,6.57,9.98,1.27,6.89,11.0,2025-04-27 16:30:00,20250427_liverpool_tottenham,1,0,0,6,1,10,3,33,25,2.0,0.6,1.6,1.6,0.3999999999999999,1.0
E0,2025-05-01,19:30,Nott'm Forest,Brentford,0,2,A,0,1,14,11,5,3,10,12,4,5,3,5,0,0,2.17,3.55,3.27,2.22,3.72,3.34,2025-05-01 19:30:00,20250501_nott'mforest_brentford,0,0,1,2,0,9,8,25,22,1.8,0.2,1.8,0.8,0.0,0.6000000000000001
E0,2025-05-02,20:00,Man City,Wolves,1,0,H,1,0,9,6,2,1,7,11,4,5,0,0,0,0,1.4,5.14,7.49,1.43,5.3,8.0,2025-05-02 20:00:00,20250502_mancity_wolves,1,0,0,1,0,9,0,15,18,2.2,1.4,1.4,0.8,0.8000000000000003,-0.5999999999999999
E0,2025-05-03,12:30,Aston Villa,Fulham,1,0,H,1,0,10,11,3,3,6,17,5,3,0,5,0,0,1.79,3.88,4.32,1.85,4.0,4.6,2025-05-03 12:30:00,20250503_astonvilla_fulham,1,0,0,1,0,8,5,21,23,2.2,1.2,1.2,1.4,1.0000000000000002,0.19999999999999996
E0,2025-05-03,15:00,Everton,Ipswich,2,2,D,2,1,8,12,3,5,12,15,3,3,4,4,0,0,1.47,4.4,7.07,1.49,4.55,7.6,2025-05-03 15:00:00,20250503_everton_ipswich,0,1,0,4,1,6,8,20,27,1.2,1.6,1.2,2.0,0.0,0.3999999999999999
E0,2025-05-03,15:00,Leicester,Southampton,2,0,H,2,0,14,8,4,2,12,13,7,7,1,3,0,0,2.33,3.62,2.93,2.4,3.75,3.1,2025-05-03 15:00:00,20250503_leicester_southampton,1,0,0,2,0,14,4,22,25,0.0,2.6,1.0,2.4,-1.0,-0.20000000000000018
E0,2025-05-03,17:30,Arsenal,Bournemouth,1,2,A,1,0,13,9,4,2,7,16,2,3,0,2,0,0,2.08,3.6,3.47,2.14,3.7,3.62,2025-05-03 17:30:00,20250503_arsenal_bournemouth,0,0,1,3,1,5,2,22,23,1.2,1.0,1.6,1.4,-0.40000000000000013,0.3999999999999999
E0,2025-05-04,14:00,Brentford,Man United,4,3,H,2,1,12,14,6,5,8,10,7,4,0,2,0,0,1.67,4.14,4.74,1.71,4.25,4.95,2025-05-04 14:00:00,20250504_brentford_manunited,1,0,0,7,1,11,2,26,18,1.0,1.2,1.4,1.6,-0.3999999999999999,0.40000000000000013
E0,2025-05-04,14:00,Brighton,Newcastle,1,1,D,1,0,5,13,2,5,15,10,1,4,2,1,0,0,2.86,3.77,2.31,2.93,3.91,2.38,2025-05-04 14:00:00,20250504_brighton_newcastle,0,1,0,2,0,5,3,18,25,1.8,1.8,1.0,2.0,0.8,0.19999999999999996
E0,2025-05-04,14:00,West Ham,Tottenham,1,1,D,1,1,11,7,2,2,18,15,1,3,2,2,0,0,2.1,3.73,3.31,2.15,3.85,3.5,2025-05-04 14:00:00,20250504_westham_tottenham,0,1,0,2,0,4,4,18,33,1.0,1.0,1.4,2.6,-0.3999999999999999,1.6
