Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,kickoff,match_id,home_win,draw,away_win,total_goals,over_2_5,total_corners,total_cards,total_shots,total_fouls
E0,2024-11-09,15:00,Wolves,Southampton,2,0,H,1,0,8,9,4,0,14,12,1,9,1,4,0,0,1.96,3.84,3.67,2.01,4.13,3.8,2024-11-09 15:00:00,20241109_wolves_southampton,1,0,0,2,0,10,5,17,26
E0,2024-11-09,17:30,Brighton,Man City,2,1,H,0,1,10,15,4,6,12,10,0,4,3,3,0,0,4.34,4.17,1.75,4.6,4.33,1.8,2024-11-09 17:30:00,20241109_brighton_mancity,1,0,0,3,1,4,6,25,22
E0,2024-11-09,20:00,Liverpool,Aston Villa,2,0,H,1,0,14,12,5,2,11,15,2,9,0,3,0,0,1.42,5.26,6.7,1.45,5.5,7.4,2024-11-09 20:00:00,20241109_liverpool_astonvilla,1,0,0,2,0,11,3,26,26
E0,2024-11-10,14:00,Man United,Leicester,3,0,H,2,0,13,6,3,5,9,5,1,5,0,1,0,0,1.39,5.35,7.46,1.43,5.6,8.0,2024-11-10 14:00:00,20241110_manunited_leicester,1,0,0,3,1,6,1,19,14
E0,2024-11-10,14:00,Nott'm Forest,Newcastle,1,3,A,1,0,9,17,3,6,13,6,4,5,1,1,0,0,2.69,3.31,2.72,2.75,3.57,2.82,2024-11-10 14:00:00,20241110_nott'mforest_newcastle,0,0,1,4,1,9,2,26,19
E0,2024-11-10,14:00,Tottenham,Ipswich,1,2,A,0,2,17,8,5,3,10,19,12,2,1,5,0,0,1.26,6.76,9.98,1.27,7.3,11.0,2024-11-10 14:00:00,20241110_tottenham_ipswich,0,0,1,3,1,14,6,25,29
E0,2024-11-10,16:30,Chelsea,Arsenal,1,1,D,0,0,17,13,3,3,12,12,4,3,4,2,0,0,2.75,3.49,2.53,2.8,3.72,2.59,2024-11-10 16:30:00,20241110_chelsea_arsenal,0,1,0,2,0,7,6,30,24
E0,2024-11-23,12:30,Leicester,Chelsea,1,2,A,0,1,4,16,1,7,15,12,2,9,4,3,0,0,6.75,4.81,1.46,7.44,5.03,1.5,2024-11-23 12:30:00,20241123_leicester_chelsea,0,0,1,3,1,11,7,20,27
E0,2024-11-23,15:00,Arsenal,Nott'm Forest,3,0,H,1,0,19,7,7,0,10,1,8,1,3,2,0,0,1.37,4.97,8.9,1.43,5.2,9.69,2024-11-23 15:00:00,20241123_arsenal_nott'mforest,1,0,0,3,1,9,5,26,11
E0,2024-11-23,15:00,Aston Villa,Crystal Palace,2,2,D,1,2,17,13,5,6,10,11,10,1,3,2,0,0,1.63,4.11,5.45,1.68,4.28,5.7,2024-11-23 15:00:00,20241123_astonvilla_crystalpalace,0,1,0,4,1,11,5,30,21
E0,2024-11-23,15:00,Bournemouth,Brighton,1,2,A,0,1,19,6,5,4,13,10,7,0,2,2,0,1,2.41,3.62,2.86,2.45,3.75,2.99,2024-11-23 15:00:00,20241123_bournemouth_brighton,0,0,1,3,1,7,5,25,23
E0,2024-11-23,15:00,Everton,Brentford,0,0,D,0,0,27,9,5,2,8,10,10,4,0,0,0,1,2.46,3.41,2.94,2.52,3.62,3.11,2024-11-23 15:00:00,20241123_everton_brentford,0,1,0,0,0,14,1,36,18
E0,2024-11-23,15:00,Fulham,Wolves,1,4,A,1,1,10,10,3,5,14,14,7,2,3,0,0,0,1.65,4.09,5.23,1.71,4.28,6.14,2024-11-23 15:00:00,20241123_fulham_wolves,0,0,1,5,1,9,3,20,28
E0,2024-11-23,17:30,Man City,Tottenham,0,4,A,0,2,23,9,5,7,19,9,9,3,4,2,0,0,1.49,5.01,5.92,1.52,5.29,6.36,2024-11-23 17:30:00,20241123_mancity_tottenham,0,0,1,4,1,12,6,32,28
E0,2024-11-24,14:00,Southampton,Liverpool,2,3,A,1,1,7,27,5,11,11,9,3,10,3,4,0,0,10.4,5.96,1.28,11.0,6.4,1.32,2024-11-24 14:00:00,20241124_southampton_liverpool,0,0,1,5,1,13,7,34,20
E0,2024-11-24,16:30,Ipswich,Man United,1,1,D,1,1,11,11,6,4,11,10,4,3,0,0,0,0,5.06,4.22,1.63,5.3,4.48,1.68,2024-11-24 16:30:00,20241124_ipswich_manunited,0,1,0,2,0,7,0,22,21
E0,2024-11-25,20:00,Newcastle,West Ham,0,2,A,0,1,18,15,2,6,11,8,8,3,1,0,0,0,1.5,4.57,6.21,1.54,4.79,6.6,2024-11-25 20:00:00,20241125_newcastle_westham,0,0,1,2,0,11,1,33,19
E0,2024-11-29,20:00,Brighton,Southampton,1,1,D,1,0,22,10,5,2,20,16,7,6,2,4,0,0,1.39,5.29,7.57,1.43,5.5,8.0,2024-11-29 20:00:00,20241129_brighton_southampton,0,1,0,2,0,13,6,32,36
E0,2024-11-30,15:00,Brentford,Leicester,4,1,H,3,1,13,7,6,3,9,10,5,4,1,1,0,0,1.66,4.24,4.87,1.68,4.4,5.1,2024-11-30 15:00:00,20241130_brentford_leicester,1,0,0,5,1,9,2,20,19
E0,2024-11-30,15:00,Crystal Palace,Newcastle,1,1,D,0,0,16,1,4,0,12,11,8,9,3,3,0,0,3.04,3.56,2.3,3.21,4.1,2.36,2024-11-30 15:00:00,20241130_crystalpalace_newcastle,0,1,0,2,0,17,6,17,23
E0,2024-11-30,15:00,Nott'm Forest,Ipswich,1,0,H,0,0,12,7,5,3,5,16,8,7,1,3,0,0,1.75,3.82,4.79,1.81,4.0,5.06,2024-11-30 15:00:00,20241130_nott'mforest_ipswich,1,0,0,1,0,15,4,19,21
E0,2024-11-30,15:00,Wolves,Bournemouth,2,4,A,1,3,10,12,3,8,13,11,3,4,4,1,0,0,2.81,3.61,2.44,2.93,3.81,2.5,2024-11-30 15:00:00,20241130_wolves_bournemouth,0,0,1,6,1,7,5,22,24
E0,2024-11-30,17:30,West Ham,Arsenal,2,5,A,2,5,12,16,5,7,10,13,2,10,4,1,0,0,7.09,4.68,1.46,7.5,4.9,1.49,2024-11-30 17:30:00,20241130_westham_arsenal,0,0,1,7,1,12,5,28,23
E0,2024-12-01,13:30,Chelsea,Aston Villa,3,0,H,2,0,17,10,8,4,21,6,3,4,2,2,0,0,1.71,4.21,4.51,1.75,4.35,4.7,2024-12-01 13:30:00,20241201_chelsea_astonvilla,1,0,0,3,1,7,4,27,27
E0,2024-12-01,13:30,Man United,Everton,4,0,H,2,0,11,8,5,2,12,12,2,2,2,3,0,0,1.54,4.33,6.08,1.56,4.5,6.5,2024-12-01 13:30:00,20241201_manunited_everton,1,0,0,4,1,4,5,19,24
E0,2024-12-01,13:30,Tottenham,Fulham,1,1,D,0,0,8,14,3,6,4,14,7,11,0,1,0,1,1.72,4.35,4.24,1.77,4.5,4.4,2024-12-01 13:30:00,20241201_tottenham_fulham,0,1,0,2,0,18,2,22,18
E0,2024-12-01,16:00,Liverpool,Man City,2,0,H,1,0,18,8,7,2,9,8,7,4,1,3,0,0,2.09,3.7,3.37,2.14,3.8,3.55,2024-12-01 16:00:00,20241201_liverpool_mancity,1,0,0,2,0,11,4,26,17
E0,2024-12-03,19:30,Ipswich,Crystal Palace,0,1,A,0,0,9,13,2,3,14,13,4,7,2,4,0,0,3.09,3.37,2.38,3.2,3.54,2.44,2024-12-03 19:30:00,20241203_ipswich_crystalpalace,0,0,1,1,0,11,6,22,27
E0,2024-12-03,20:15,Leicester,West Ham,3,1,H,1,0,8,31,6,10,9,7,3,9,2,2,0,0,2.9,3.44,2.47,2.95,3.67,2.57,2024-12-03 20:15:00,20241203_leicester_westham,1,0,0,4,1,12,4,39,16
E0,2024-12-04,19:30,Everton,Wolves,4,0,H,2,0,13,6,4,2,10,8,3,4,2,0,0,0,2.14,3.46,3.51,2.18,3.59,3.62,2024-12-04 19:30:00,20241204_everton_wolves,1,0,0,4,1,7,2,19,18
E0,2024-12-04,19:30,Man City,Nott'm Forest,3,0,H,2,0,17,12,7,3,7,15,8,2,2,4,0,0,1.37,5.21,8.25,1.41,5.5,9.0,2024-12-04 19:30:00,20241204_mancity_nott'mforest,1,0,0,3,1,10,6,29,22
E0,2024-12-04,19:30,Newcastle,Liverpool,3,3,D,1,0,17,16,6,5,9,17,5,6,2,5,0,0,4.27,4.04,1.78,4.5,4.22,1.81,2024-12-04 19:30:00,20241204_newcastle_liverpool,0,1,0,6,1,11,7,33,26
E0,2024-12-04,19:30,Southampton,Chelsea,1,5,A,1,3,6,26,4,13,7,14,5,7,1,0,1,0,8.39,5.64,1.34,9.0,6.0,1.37,2024-12-04 19:30:00,20241204_southampton_chelsea,0,0,1,6,1,12,2,32,21
E0,2024-12-04,20:15,Arsenal,Man United,2,0,H,0,0,14,5,6,2,12,8,13,0,1,3,0,0,1.46,4.73,6.92,1.49,5.0,7.2,2024-12-04 20:15:00,20241204_arsenal_manunited,1,0,0,2,0,13,4,19,20
E0,2024-12-04,20:15,Aston Villa,Brentford,3,1,H,3,0,20,9,10,1,11,15,10,5,2,2,0,0,1.8,4.01,4.24,1.84,4.21,4.53,2024-12-04 20:15:00,20241204_astonvilla_brentford,1,0,0,4,1,15,4,29,26
E0,2024-12-05,19:30,Fulham,Brighton,3,1,H,1,0,6,13,2,3,7,8,5,6,2,2,0,0,2.33,3.65,2.92,2.4,3.82,3.04,2024-12-05 19:30:00,20241205_fulham_brighton,1,0,0,4,1,11,4,19,15
E0,2024-12-05,20:15,Bournemouth,Tottenham,1,0,H,1,0,21,12,8,4,15,8,5,9,2,2,0,0,2.65,3.92,2.42,2.75,4.12,2.5,2024-12-05 20:15:00,20241205_bournemouth_tottenham,1,0,0,1,0,14,4,33,23
E0,2024-12-07,15:00,Crystal Palace,Man City,2,2,D,1,1,12,12,3,4,4,10,6,8,1,0,0,1,5.39,4.33,1.6,5.5,4.5,1.63,2024-12-07 15:00:00,20241207_crystalpalace_mancity,0,1,0,4,1,14,2,24,14
E0,2024-12-07,15:00,Brentford,Newcastle,4,2,H,2,2,11,16,8,3,10,7,3,4,3,0,0,0,2.86,3.74,2.36,2.94,3.85,2.41,2024-12-07 15:00:00,20241207_brentford_newcastle,1,0,0,6,1,7,3,27,17
E0,2024-12-07,15:00,Aston Villa,Southampton,1,0,H,1,0,18,4,5,0,18,15,14,1,1,3,0,0,1.37,5.41,7.78,1.39,5.6,8.1,2024-12-07 15:00:00,20241207_astonvilla_southampton,1,0,0,1,0,15,4,22,33
E0,2024-12-07,17:30,Man United,Nott'm Forest,2,3,A,1,1,17,11,7,3,10,13,5,3,0,2,0,0,1.67,4.05,5.12,1.7,4.2,5.4,2024-12-07 17:30:00,20241207_manunited_nott'mforest,0,0,1,5,1,8,2,28,23
E0,2024-12-08,14:00,Fulham,Arsenal,1,1,D,1,0,2,12,2,4,10,9,0,6,4,2,0,0,5.4,4.24,1.61,6.0,4.35,1.65,2024-12-08 14:00:00,20241208_fulham_arsenal,0,1,0,2,0,6,6,14,19
E0,2024-12-08,14:00,Ipswich,Bournemouth,1,2,A,1,0,18,22,5,6,9,13,6,13,2,1,0,0,3.57,3.73,2.02,3.71,3.8,2.06,2024-12-08 14:00:00,20241208_ipswich_bournemouth,0,0,1,3,1,19,3,40,22
E0,2024-12-08,14:00,Leicester,Brighton,2,2,D,0,1,10,16,3,7,9,10,5,5,1,2,0,0,4.48,4.02,1.75,4.69,4.2,1.8,2024-12-08 14:00:00,20241208_leicester_brighton,0,1,0,4,1,10,3,26,19
E0,2024-12-08,16:30,Tottenham,Chelsea,3,4,A,2,1,13,17,5,8,17,11,5,10,2,2,0,0,3.21,4.04,2.07,3.4,4.2,2.17,2024-12-08 16:30:00,20241208_tottenham_chelsea,0,0,1,7,1,15,4,30,28
E0,2024-12-09,20:00,West Ham,Wolves,2,1,H,0,0,19,19,4,5,12,17,11,0,5,4,0,0,1.91,3.85,3.81,1.96,3.95,4.0,2024-12-09 20:00:00,20241209_westham_wolves,1,0,0,3,1,11,9,38,29
E0,2024-12-14,15:00,Arsenal,Everton,0,0,D,0,0,13,2,5,0,6,9,8,2,0,3,0,0,1.23,6.33,13.36,1.26,6.63,15.0,2024-12-14 15:00:00,20241214_arsenal_everton,0,1,0,0,0,10,3,15,15
E0,2024-12-14,15:00,Liverpool,Fulham,2,2,D,0,1,16,12,4,3,10,7,5,4,3,4,1,0,1.32,5.75,8.89,1.34,6.04,10.0,2024-12-14 15:00:00,20241214_liverpool_fulham,0,1,0,4,1,9,8,28,17
E0,2024-12-14,15:00,Newcastle,Leicester,4,0,H,1,0,27,4,11,1,7,16,5,2,3,3,0,0,1.31,5.83,9.08,1.34,6.06,10.0,2024-12-14 15:00:00,20241214_newcastle_leicester,1,0,0,4,1,7,6,31,23
E0,2024-12-14,15:00,Wolves,Ipswich,1,2,A,0,1,16,10,6,5,13,9,7,3,0,2,1,0,1.9,3.83,3.85,1.93,3.96,4.0,2024-12-14 15:00:00,20241214_wolves_ipswich,0,0,1,3,1,10,3,26,22
E0,2024-12-14,17:30,Nott'm Forest,Aston Villa,2,1,H,0,0,17,8,6,2,12,6,4,3,0,1,0,0,2.64,3.39,2.68,2.68,3.59,2.78,2024-12-14 17:30:00,20241214_nott'mforest_astonvilla,1,0,0,3,1,7,1,25,18
E0,2024-12-15,14:00,Brighton,Crystal Palace,1,3,A,0,2,17,13,5,5,11,15,8,5,1,4,0,0,1.89,3.82,3.9,1.93,3.94,4.05,2024-12-15 14:00:00,20241215_brighton_crystalpalace,0,0,1,4,1,13,5,30,26
E0,2024-12-15,16:30,Man City,Man United,1,2,A,1,0,10,10,3,3,5,14,8,2,1,1,0,0,1.58,4.59,5.04,1.61,4.8,5.25,2024-12-15 16:30:00,20241215_mancity_manunited,0,0,1,3,1,10,2,20,19
E0,2024-12-15,19:00,Chelsea,Brentford,2,1,H,1,0,26,9,8,4,11,7,8,5,0,2,1,0,1.33,5.89,8.08,1.36,6.2,9.0,2024-12-15 19:00:00,20241215_chelsea_brentford,1,0,0,3,1,13,3,35,18
E0,2024-12-15,19:00,Southampton,Tottenham,0,5,A,0,5,9,18,3,9,8,15,2,5,1,3,0,0,4.29,4.47,1.69,4.47,4.68,1.73,2024-12-15 19:00:00,20241215_southampton_tottenham,0,0,1,5,1,7,4,27,23
E0,2024-12-16,20:00,Bournemouth,West Ham,1,1,D,0,0,29,16,9,3,6,11,12,6,0,2,0,0,1.71,4.19,4.43,1.75,4.4,4.75,2024-12-16 20:00:00,20241216_bournemouth_westham,0,1,0,2,0,18,2,45,17
E0,2024-12-21,12:30,Aston Villa,Man City,2,1,H,1,0,11,12,6,6,14,7,5,4,3,3,0,0,3.29,3.71,2.12,3.42,3.8,2.18,2024-12-21 12:30:00,20241221_astonvilla_mancity,1,0,0,3,1,9,6,23,21
E0,2024-12-21,15:00,Brentford,Nott'm Forest,0,2,A,0,1,7,10,3,6,9,14,9,5,3,4,0,0,2.35,3.52,2.99,2.4,3.67,3.1,2024-12-21 15:00:00,20241221_brentford_nott'mforest,0,0,1,2,0,14,7,17,23
E0,2024-12-21,15:00,Ipswich,Newcastle,0,4,A,0,3,10,15,2,7,9,7,2,1,2,0,0,0,4.61,3.95,1.74,4.75,4.06,1.77,2024-12-21 15:00:00,20241221_ipswich_newcastle,0,0,1,4,1,3,2,25,16
E0,2024-12-21,15:00,West Ham,Brighton,1,1,D,0,0,11,12,4,6,14,20,8,4,2,2,0,0,2.8,3.75,2.38,2.88,3.87,2.43,2024-12-21 15:00:00,20241221_westham_brighton,0,1,0,2,0,12,4,23,34
E0,2024-12-21,17:30,Crystal Palace,Arsenal,1,5,A,1,3,15,14,6,6,9,8,3,3,2,2,0,0,6.08,4.11,1.57,6.8,4.33,1.61,2024-12-21 17:30:00,20241221_crystalpalace_arsenal,0,0,1,6,1,6,4,29,17
E0,2024-12-22,14:00,Man United,Bournemouth,0,3,A,0,1,23,10,7,5,11,11,13,1,1,3,0,0,1.85,3.88,4.07,1.89,4.06,4.25,2024-12-22 14:00:00,20241222_manunited_bournemouth,0,0,1,3,1,14,4,33,22
E0,2024-12-22,14:00,Leicester,Wolves,0,3,A,0,3,9,8,5,4,15,16,6,1,2,0,0,0,2.55,3.56,2.69,2.63,3.71,2.75,2024-12-22 14:00:00,20241222_leicester_wolves,0,0,1,3,1,7,2,17,31
E0,2024-12-22,14:00,Everton,Chelsea,0,0,D,0,0,5,12,4,5,20,12,2,5,4,1,0,0,5.18,4.13,1.63,5.52,4.33,1.67,2024-12-22 14:00:00,20241222_everton_chelsea,0,1,0,0,0,7,5,17,32
E0,2024-12-22,14:00,Fulham,Southampton,0,0,D,0,0,16,5,5,1,8,15,6,5,1,3,0,0,1.42,4.96,7.21,1.45,5.1,7.6,2024-12-22 14:00:00,20241222_fulham_southampton,0,1,0,0,0,11,4,21,23
E0,2024-12-22,16:30,Tottenham,Liverpool,3,6,A,1,3,9,24,5,12,7,9,7,5,1,2,0,0,4.29,4.33,1.72,4.5,4.64,1.76,2024-12-22 16:30:00,20241222_tottenham_liverpool,0,0,1,9,1,12,3,33,16
E0,2024-12-26,12:30,Man City,Everton,1,1,D,1,1,24,8,5,3,5,10,8,5,1,4,0,0,1.34,5.46,8.59,1.37,5.73,9.4,2024-12-26 12:30:00,20241226_mancity_everton,0,1,0,2,0,13,5,32,15
E0,2024-12-26,15:00,Bournemouth,Crystal Palace,0,0,D,0,0,18,10,4,4,13,12,5,2,2,2,0,0,1.9,3.77,3.87,1.95,3.92,4.2,2024-12-26 15:00:00,20241226_bournemouth_crystalpalace,0,1,0,0,0,7,4,28,25
E0,2024-12-26,15:00,Chelsea,Fulham,1,2,A,1,0,12,14,8,7,13,13,3,1,1,3,0,0,1.47,4.88,6.15,1.52,5.1,6.75,2024-12-26 15:00:00,20241226_chelsea_fulham,0,0,1,3,1,4,4,26,26
E0,2024-12-26,15:00,Newcastle,Aston Villa,3,0,H,1,0,22,4,8,1,15,10,9,6,2,1,0,1,1.93,3.91,3.66,1.97,4.02,3.8,2024-12-26 15:00:00,20241226_newcastle_astonvilla,1,0,0,3,1,15,4,26,25
E0,2024-12-26,15:00,Nott'm Forest,Tottenham,1,0,H,1,0,10,13,3,4,12,13,2,7,3,2,0,1,2.35,3.74,2.82,2.42,3.85,2.9,2024-12-26 15:00:00,20241226_nott'mforest_tottenham,1,0,0,1,0,9,6,23,25
E0,2024-12-26,15:00,Southampton,West Ham,0,1,A,0,0,18,16,5,2,15,8,2,2,1,2,0,0,3.24,3.56,2.18,3.37,3.7,2.22,2024-12-26 15:00:00,20241226_southampton_westham,0,0,1,1,0,4,3,34,23
E0,2024-12-26,17:30,Wolves,Man United,2,0,H,0,0,7,11,4,4,12,12,4,4,2,2,0,1,3.8,3.7,1.94,3.99,3.8,2.0,2024-12-26 17:30:00,20241226_wolves_manunited,1,0,0,2,0,8,5,18,24
E0,2024-12-26,20:00,Liverpool,Leicester,3,1,H,1,1,19,4,7,1,17,5,14,1,3,2,0,0,1.08,12.4,25.35,1.1,13.84,34.0,2024-12-26 20:00:00,20241226_liverpool_leicester,1,0,0,4,1,15,5,23,22
E0,2024-12-27,19:30,Brighton,Brentford,0,0,D,0,0,24,8,7,3,6,12,5,3,0,2,0,0,1.64,4.44,4.89,1.66,4.64,5.1,2024-12-27 19:30:00,20241227_brighton_brentford,0,1,0,0,0,8,2,32,18
E0,2024-12-27,20:15,Arsenal,Ipswich,1,0,H,1,0,13,3,5,0,7,12,5,1,1,1,0,0,1.16,8.37,17.31,1.18,9.0,20.05,2024-12-27 20:15:00,20241227_arsenal_ipswich,1,0,0,1,0,6,2,16,19
E0,2024-12-29,14:30,Leicester,Man City,0,2,A,0,1,11,14,4,5,11,6,4,4,2,1,0,0,7.92,5.62,1.34,8.8,5.9,1.37,2024-12-29 14:30:00,20241229_leicester_mancity,0,0,1,2,0,8,3,25,17
E0,2024-12-29,15:00,Crystal Palace,Southampton,2,1,H,1,1,19,7,10,3,18,19,8,7,2,3,0,0,1.61,4.11,5.42,1.66,4.25,5.8,2024-12-29 15:00:00,20241229_crystalpalace_southampton,1,0,0,3,1,15,5,26,37
E0,2024-12-29,15:00,Everton,Nott'm Forest,0,2,A,0,1,13,11,2,7,13,10,5,4,4,1,0,0,2.64,3.16,2.83,2.71,3.24,2.9,2024-12-29 15:00:00,20241229_everton_nott'mforest,0,0,1,2,0,9,5,24,23
E0,2024-12-29,15:00,Fulham,Bournemouth,2,2,D,1,0,11,16,6,9,7,16,1,7,1,3,0,0,2.35,3.58,2.91,2.4,3.77,3.0,2024-12-29 15:00:00,20241229_fulham_bournemouth,0,1,0,4,1,8,4,27,23
E0,2024-12-29,15:00,Tottenham,Wolves,2,2,D,2,1,13,11,3,3,9,10,5,5,1,2,0,0,1.61,4.77,4.56,1.66,5.0,4.75,2024-12-29 15:00:00,20241229_tottenham_wolves,0,1,0,4,1,10,3,24,19
E0,2024-12-29,17:15,West Ham,Liverpool,0,5,A,0,3,7,22,0,13,7,10,3,6,0,0,0,0,7.04,5.21,1.4,7.5,5.5,1.43,2024-12-29 17:15:00,20241229_westham_liverpool,0,0,1,5,1,9,0,29,17
E0,2024-12-30,19:45,Aston Villa,Brighton,2,2,D,1,1,20,13,4,4,9,14,12,3,2,3,0,0,1.94,3.86,3.61,1.99,4.02,3.8,2024-12-30 19:45:00,20241230_astonvilla_brighton,0,1,0,4,1,15,5,33,23
E0,2024-12-30,19:45,Ipswich,Chelsea,2,0,H,1,0,9,20,6,5,9,5,4,7,4,4,0,0,6.87,5.02,1.41,7.83,5.4,1.46,2024-12-30 19:45:00,20241230_ipswich_chelsea,1,0,0,2,0,11,8,29,14
E0,2024-12-30,20:00,Man United,Newcastle,0,2,A,0,2,10,12,0,4,13,8,2,3,1,1,0,0,2.7,3.61,2.49,2.8,3.81,2.55,2024-12-30 20:00:00,20241230_manunited_newcastle,0,0,1,2,0,5,2,22,21
E0,2025-01-01,17:30,Brentford,Arsenal,1,3,A,1,1,5,14,2,5,6,8,4,3,1,2,0,0,6.67,4.8,1.44,7.2,5.0,1.49,2025-01-01 17:30:00,20250101_brentford_arsenal,0,0,1,4,1,7,3,19,14
E0,2025-01-04,12:30,Tottenham,Newcastle,1,2,A,1,2,13,14,4,4,11,15,9,10,1,4,0,0,2.88,3.94,2.24,3.0,4.06,2.31,2025-01-04 12:30:00,20250104_tottenham_newcastle,0,0,1,3,1,19,5,27,26
E0,2025-01-04,15:00,Aston Villa,Leicester,2,1,H,0,0,13,4,5,2,10,11,7,2,0,1,0,0,1.32,5.51,9.16,1.35,5.86,10.5,2025-01-04 15:00:00,20250104_astonvilla_leicester,1,0,0,3,1,9,1,17,21
E0,2025-01-04,15:00,Bournemouth,Everton,1,0,H,0,0,19,9,8,0,15,14,9,3,2,2,0,0,1.75,3.82,4.71,1.8,3.99,5.0,2025-01-04 15:00:00,20250104_bournemouth_everton,1,0,0,1,0,12,4,28,29
E0,2025-01-04,15:00,Crystal Palace,Chelsea,1,1,D,0,1,13,15,6,1,9,12,6,6,0,2,0,0,3.65,3.88,1.95,3.8,4.02,1.98,2025-01-04 15:00:00,20250104_crystalpalace_chelsea,0,1,0,2,0,12,2,28,21
E0,2025-01-04,15:00,Man City,West Ham,4,1,H,2,0,10,17,7,4,8,13,7,1,2,1,0,0,1.31,6.09,8.3,1.34,6.5,9.0,2025-01-04 15:00:00,20250104_mancity_westham,1,0,0,5,1,8,3,27,21
E0,2025-01-04,15:00,Southampton,Brentford,0,5,A,0,1,8,20,1,11,10,4,2,2,2,0,0,0,2.78,3.54,2.48,3.0,3.81,2.55,2025-01-04 15:00:00,20250104_southampton_brentford,0,0,1,5,1,4,2,28,14
E0,2025-01-04,17:30,Brighton,Arsenal,1,1,D,0,1,11,9,4,3,17,14,2,5,2,3,0,0,4.36,3.83,1.8,4.7,4.01,1.84,2025-01-04 17:30:00,20250104_brighton_arsenal,0,1,0,2,0,7,5,20,31
E0,2025-01-05,14:00,Fulham,Ipswich,2,2,D,0,1,15,7,4,3,10,14,9,2,1,5,0,0,1.56,4.34,5.68,1.6,4.46,6.25,2025-01-05 14:00:00,20250105_fulham_ipswich,0,1,0,4,1,11,6,22,24
E0,2025-01-05,16:30,Liverpool,Man United,2,2,D,0,0,19,13,6,4,10,13,6,9,2,4,0,0,1.29,6.05,9.49,1.3,6.5,11.0,2025-01-05 16:30:00,20250105_liverpool_manunited,0,1,0,4,1,15,6,32,23
E0,2025-01-06,20:00,Wolves,Nott'm Forest,0,3,A,0,2,13,11,6,3,10,8,5,3,1,2,0,0,3.22,3.22,2.33,3.44,3.35,2.42,2025-01-06 20:00:00,20250106_wolves_nott'mforest,0,0,1,3,1,8,3,24,18
E0,2025-01-14,19:30,West Ham,Fulham,3,2,H,2,0,4,21,3,5,9,18,0,3,3,3,0,0,2.97,3.43,2.41,3.05,3.54,2.49,2025-01-14 19:30:00,20250114_westham_fulham,1,0,0,5,1,3,6,25,27
E0,2025-01-14,19:30,Chelsea,Bournemouth,2,2,D,1,0,26,7,10,3,15,16,9,3,2,3,0,0,1.5,4.81,5.92,1.61,4.99,6.4,2025-01-14 19:30:00,20250114_chelsea_bournemouth,0,1,0,4,1,12,5,33,31
E0,2025-01-14,19:30,Brentford,Man City,2,2,D,0,0,18,21,6,8,4,4,4,5,0,0,0,0,4.76,4.47,1.64,5.09,4.74,1.67,2025-01-14 19:30:00,20250114_brentford_mancity,0,1,0,4,1,9,0,39,8
E0,2025-01-14,20:00,Nott'm Forest,Liverpool,1,1,D,1,0,6,23,3,7,7,10,0,9,2,1,0,0,5.14,4.16,1.64,5.4,4.38,1.67,2025-01-14 20:00:00,20250114_nott'mforest_liverpool,0,1,0,2,0,9,3,29,17
E0,2025-01-15,19:30,Everton,Aston Villa,0,1,A,0,0,10,11,3,3,17,10,8,5,2,1,0,0,3.2,3.24,2.35,3.3,3.35,2.39,2025-01-15 19:30:00,20250115_everton_astonvilla,0,0,1,1,0,13,3,21,27
E0,2025-01-15,19:30,Leicester,Crystal Palace,0,2,A,0,0,21,9,4,4,7,6,4,3,0,0,0,0,3.88,3.73,1.92,4.01,3.94,1.96,2025-01-15 19:30:00,20250115_leicester_crystalpalace,0,0,1,2,0,7,0,30,13
E0,2025-01-15,19:30,Newcastle,Wolves,3,0,H,1,0,17,13,5,7,10,13,4,2,0,2,0,0,1.35,5.54,8.08,1.38,5.9,9.0,2025-01-15 19:30:00,20250115_newcastle_wolves,1,0,0,3,1,6,2,30,23
E0,2025-01-15,20:00,Arsenal,Tottenham,2,1,H,2,1,14,10,4,2,16,9,10,4,3,1,0,0,1.4,5.29,6.86,1.43,5.6,7.23,2025-01-15 20:00:00,20250115_arsenal_tottenham,1,0,0,3,1,14,4,24,25
E0,2025-01-16,19:30,Ipswich,Brighton,0,2,A,0,0,5,11,3,5,13,14,1,9,2,2,0,0,3.8,3.73,1.94,3.9,3.92,1.98,2025-01-16 19:30:00,20250116_ipswich_brighton,0,0,1,2,0,10,4,16,27
E0,2025-01-16,20:00,Man United,Southampton,3,1,H,0,1,23,13,9,5,7,10,5,4,1,3,0,0,1.3,5.79,9.4,1.33,6.0,10.5,2025-01-16 20:00:00,20250116_manunited_southampton,1,0,0,4,1,9,4,36,17
E0,2025-01-18,12:30,Newcastle,Bournemouth,1,4,A,1,2,13,19,5,10,7,18,7,6,1,6,0,0,1.64,4.3,4.93,1.67,4.49,5.2,2025-01-18 12:30:00,20250118_newcastle_bournemouth,0,0,1,5,1,13,7,32,25
E0,2025-01-18,15:00,Leicester,Fulham,0,2,A,0,0,8,17,4,2,8,8,5,2,3,1,0,0,4.17,3.81,1.84,4.4,4.05,1.9,2025-01-18 15:00:00,20250118_leicester_fulham,0,0,1,2,0,7,4,25,16
