line,val_brier_before,test_brier_before,val_logloss_before,test_logloss_before,val_brier_after,test_brier_after,val_logloss_after,test_logloss_after
0.5,0.030666043154728775,0.04376599828995536,0.14537413462043003,0.18828374389865454,0.029870735861809914,0.0436045723353319,0.13756716369544475,0.1880799332938683
1.5,0.12878390172565238,0.15244012349296002,0.42960467877289665,0.48443549168548733,0.12300976097741648,0.1503608367453337,0.41136199220475195,0.4802767771518871
2.5,0.23657466833323856,0.2528416975155614,0.6661935197333904,0.6992334582103009,0.22807669995435517,0.2524937061364766,0.6486011758184768,0.6994270740602143
3.5,0.2632590008021345,0.22973657344058343,0.7224096300681843,0.6532130997690316,0.24667495260025168,0.24004844287119442,0.6864444953606949,0.6731576270983581
4.5,0.18302668085950663,0.13721521272387913,0.558139589116777,0.448853584034694,0.178459747269942,0.14027771693872612,0.542192710844734,0.457169511545706
5.5,0.08704962712568842,0.059999810886044724,0.31826307722115305,0.23937217480181194,0.08652444391017398,0.0605878163341328,0.3148680129431668,0.24318449608554302
